query_id,protein_name,organism,e-value,score
XP_030656297.1, 39S ribosomal protein L33,Nomascus leucogenys,1.27167e-37,323.0
XP_009235705.1, 39S ribosomal protein L33,Pongo abelii,1.3142799999999998e-37,323.0
XP_012643765.1, 39S ribosomal protein L33,Microcebus murinus,1.47944e-35,309.0
XP_045405262.1, 39S ribosomal protein L33,Lemur catta,1.67641e-34,302.0
XP_012330811.1, 39S ribosomal protein L33,Aotus nancymaae,2.88337e-33,294.0
XP_002757961.1, 39S ribosomal protein L33,Callithrix jacchus,4.05301e-33,293.0
XP_017196340.1, 39S ribosomal protein L33,Oryctolagus cuniculus,1.93575e-31,282.0
XP_024408372.1, LOW QUALITY PROTEIN: 39S ribosomal protein L33,Desmodus rotundus,1.9571299999999998e-31,282.0
XP_003363064.1, 39S ribosomal protein L33,Equus caballus,2.11353e-31,282.0
XP_019518555.1, PREDICTED: 39S ribosomal protein L33,Hipposideros armiger,2.8120699999999997e-31,281.0
XP_016047337.1, PREDICTED: 39S ribosomal protein L33,Erinaceus europaeus,2.93837e-31,281.0
XP_004268210.1, 39S ribosomal protein L33,Orcinus orca,4.60969e-31,280.0
NP_001106779.1, 39S ribosomal protein L33,Bos taurus,5.31716e-31,279.0
XP_017530479.1, 39S ribosomal protein L33,Manis javanica,5.8696e-31,279.0
XP_040848931.1, 39S ribosomal protein L33,Ochotona curzoniae,5.93442e-31,279.0
XP_005874900.1, PREDICTED: 39S ribosomal protein L33,Myotis brandtii,7.07451e-31,279.0
XP_006910407.1, 39S ribosomal protein L33,Pteropus alecto,8.81237e-31,278.0
XP_032281299.1, 39S ribosomal protein L33,Phoca vitulina,1.15968e-30,277.0
XP_037668566.1, 39S ribosomal protein L33,Choloepus didactylus,1.25655e-30,277.0
XP_010603012.1, 39S ribosomal protein L33,Fukomys damarensis,1.2943000000000001e-30,277.0
XP_036759475.1, 39S ribosomal protein L33,Manis pentadactyla,1.7603100000000002e-30,276.0
XP_029793907.1, 39S ribosomal protein L33,Suricata suricatta,2.85403e-30,275.0
XP_039094377.1, 39S ribosomal protein L33,Hyaena hyaena,4.19178e-30,274.0
XP_016000841.1, 39S ribosomal protein L33,Rousettus aegyptiacus,6.2245300000000004e-30,272.0
XP_020010221.1, 39S ribosomal protein L33,Castor canadensis,7.75353e-30,272.0
XP_023442839.1, 39S ribosomal protein L33,Dasypus novemcinctus,8.01324e-30,272.0
XP_006835243.1, PREDICTED: 39S ribosomal protein L33,Chrysochloris asiatica,9.14206e-30,271.0
XP_005073620.1, 39S ribosomal protein L33,Mesocricetus auratus,9.34508e-30,271.0
XP_027706125.1, 39S ribosomal protein L33,Vombatus ursinus,1.60064e-29,270.0
XP_004669458.1, 39S ribosomal protein L33,Jaculus jaculus,2.37683e-29,269.0
XP_052054541.1, 39S ribosomal protein L33,Apodemus sylvaticus,3.05982e-29,268.0
XP_037384203.1, 39S ribosomal protein L33,Talpa occidentalis,3.56837e-29,268.0
XP_008837084.1, 39S ribosomal protein L33,Nannospalax galili,4.90664e-29,267.0
XP_003496622.1, 39S ribosomal protein L33,Cricetulus griseus,5.659620000000001e-29,266.0
XP_030740569.1, 39S ribosomal protein L33,Echinops telfairi,6.17936e-29,266.0
XP_009182176.1, 39S ribosomal protein L33,Papio anubis,7.106870000000001e-29,267.0
XP_020839443.1, 39S ribosomal protein L33,Phascolarctos cinereus,1.08189e-28,264.0
XP_005368022.1, 39S ribosomal protein L33,Microtus ochrogaster,1.48763e-28,263.0
XP_005400581.1, PREDICTED: 39S ribosomal protein L33,Chinchilla lanigera,1.6065e-28,263.0
XP_028729849.1, 39S ribosomal protein L33,Peromyscus leucopus,1.8530299999999997e-28,263.0
NP_001385516.1, mitochondrial ribosomal protein L33 [Rattus norvegicus],Rattus norvegicus,1.93624e-28,263.0
XP_049987994.1, 39S ribosomal protein L33,Microtus fortis,1.9792399999999998e-28,263.0
XP_005322560.2, 39S ribosomal protein L33,Ictidomys tridecemlineatus,2.61688e-28,264.0
XP_036605341.1, 39S ribosomal protein L33,Trichosurus vulpecula,3.31632e-28,261.0
XP_003767146.1, 39S ribosomal protein L33,Sarcophilus harrisii,3.997e-28,261.0
XP_003473031.1, 39S ribosomal protein L33,Cavia porcellus,5.202310000000001e-28,260.0
XP_031213486.1, 39S ribosomal protein L33,Mastomys coucha,5.68002e-28,260.0
NP_080072.2, 39S ribosomal protein L33,Mus musculus,6.40932e-28,259.0
XP_023406328.1, 39S ribosomal protein L33,Loxodonta africana,1.57719e-27,257.0
XP_001371263.1, PREDICTED: 39S ribosomal protein L33,Monodelphis domestica,2.2168e-27,256.0
XP_043836411.1, 39S ribosomal protein L33,Dromiciops gliroides,2.61374e-27,255.0
XP_021491060.1, 39S ribosomal protein L33,Meriones unguiculatus,1.07761e-26,251.0
XP_021574870.1, 39S ribosomal protein L33,Carlito syrichta,1.99306e-26,250.0
XP_034860316.1, LOW QUALITY PROTEIN: 39S ribosomal protein L33,Mirounga leonina,3.20624e-25,242.0
XP_039386819.1, 39S ribosomal protein L33,Mauremys reevesii,6.4033799999999985e-25,240.0
XP_015712906.1, 39S ribosomal protein L33,Coturnix japonica,8.17791e-24,232.0
NP_001264656.1, 39S ribosomal protein L33,Gallus gallus,1.0760800000000001e-23,232.0
XP_019683308.1, 39S ribosomal protein L33,Felis catus,2.09799e-22,226.0
XP_027309858.1, 39S ribosomal protein L33,Anas platyrhynchos,4.96345e-22,221.0
XP_030413181.1, 39S ribosomal protein L33,Gopherus evgoodei,1.30604e-21,219.0
XP_021248357.1, 39S ribosomal protein L33,Numida meleagris,2.06321e-21,217.0
XP_047638338.1, uncharacterized protein LOC125128220 isoform X1 [Phacochoerus africanus],Phacochoerus africanus,3.09835e-21,220.0
XP_037002521.1, 39S ribosomal protein L33,Artibeus jamaicensis,1.16952e-19,208.0
XP_048699397.1, 39S ribosomal protein L33,Caretta caretta,3.10274e-18,201.0
