query_id,protein_name,organism,e-value,score
NP_005821.2, 28S ribosomal protein S31,Homo sapiens,0.0,2108.0
XP_001148443.1, 28S ribosomal protein S31,Pan troglodytes,0.0,2084.0
XP_034792511.1, 28S ribosomal protein S31,Pan paniscus,0.0,2078.0
XP_003270062.1, 28S ribosomal protein S31,Nomascus leucogenys,0.0,2057.0
XP_002824248.2, 28S ribosomal protein S31,Pongo abelii,0.0,2037.0
XP_018895464.2, 28S ribosomal protein S31,Gorilla gorilla gorilla,0.0,2006.0
XP_032006631.1, 28S ribosomal protein S31,Hylobates moloch,0.0,1991.0
XP_025220551.1, 28S ribosomal protein S31,Theropithecus gelada,0.0,1842.0
XP_021528506.1, 28S ribosomal protein S31,Aotus nancymaae,0.0,1841.0
XP_033090234.1, 28S ribosomal protein S31,Trachypithecus francoisi,0.0,1814.0
XP_010372820.2, 28S ribosomal protein S31,Rhinopithecus roxellana,0.0,1802.0
XP_023064649.1, 28S ribosomal protein S31,Piliocolobus tephrosceles,0.0,1785.0
XP_037842698.1, 28S ribosomal protein S31,Chlorocebus sabaeus,0.0,1761.0
XP_031511651.1, 28S ribosomal protein S31,Papio anubis,0.0,1707.0
XP_045233188.1, 28S ribosomal protein S31,Macaca fascicularis,0.0,1689.0
XP_017397968.1, 28S ribosomal protein S31,Cebus imitator,0.0,1688.0
XP_032150428.1, 28S ribosomal protein S31,Sapajus apella,0.0,1686.0
XP_050622096.1, 28S ribosomal protein S31,Macaca thibetana thibetana,0.0,1679.0
XP_002749040.4, 28S ribosomal protein S31,Callithrix jacchus,0.0,1676.0
XP_014976449.1, 28S ribosomal protein S31,Macaca mulatta,0.0,1675.0
XP_039329323.1, 28S ribosomal protein S31,Saimiri boliviensis boliviensis,0.0,1672.0
XP_011756718.2, 28S ribosomal protein S31,Macaca nemestrina,0.0,1667.0
XP_044769123.1, 28S ribosomal protein S31,Neomonachus schauinslandi,0.0,1624.0
XP_004399504.1, PREDICTED: 28S ribosomal protein S31,Odobenus rosmarus divergens,0.0,1622.0
XP_032258993.1, 28S ribosomal protein S31,Phoca vitulina,0.0,1591.0
XP_005900319.1, PREDICTED: 28S ribosomal protein S31,Bos mutus,0.0,1588.0
XP_014587546.1, 28S ribosomal protein S31,Equus caballus,0.0,1580.0
XP_045725783.1, 28S ribosomal protein S31,Mirounga angustirostris,0.0,1572.0
XP_014445543.1, 28S ribosomal protein S31,Tupaia chinensis,0.0,1567.0
XP_027963364.1, 28S ribosomal protein S31,Eumetopias jubatus,0.0,1566.0
XP_034859380.1, 28S ribosomal protein S31,Mirounga leonina,0.0,1564.0
XP_027446970.2, 28S ribosomal protein S31,Zalophus californianus,0.0,1562.0
XP_039695378.1, 28S ribosomal protein S31,Pteropus giganteus,0.0,1560.0
XP_011368665.1, 28S ribosomal protein S31,Pteropus vampyrus,0.0,1557.0
XP_025779480.1, 28S ribosomal protein S31,Puma concolor,0.0,1556.0
XP_006909059.1, 28S ribosomal protein S31,Pteropus alecto,0.0,1556.0
XP_025730787.1, 28S ribosomal protein S31,Callorhinus ursinus,0.0,1555.0
XP_006083641.1, 28S ribosomal protein S31,Myotis lucifugus,0.0,1554.0
XP_045423167.1, 28S ribosomal protein S31,Lemur catta,0.0,1551.0
XP_045652856.1, 28S ribosomal protein S31,Ursus americanus,0.0,1549.0
XP_005877014.1, PREDICTED: 28S ribosomal protein S31,Myotis brandtii,0.0,1548.0
XP_015975491.2, 28S ribosomal protein S31,Rousettus aegyptiacus,0.0,1547.0
XP_008705124.1, 28S ribosomal protein S31,Ursus maritimus,0.0,1543.0
XP_002917730.1, 28S ribosomal protein S31,Ailuropoda melanoleuca,0.0,1543.0
XP_026348971.1, 28S ribosomal protein S31,Ursus arctos,0.0,1542.0
XP_012666809.2, 28S ribosomal protein S31,Otolemur garnettii,0.0,1542.0
XP_032959614.1, 28S ribosomal protein S31,Rhinolophus ferrumequinum,0.0,1541.0
XP_007471733.1, PREDICTED: 28S ribosomal protein S31,Lipotes vexillifer,0.0,1538.0
XP_022348262.1, 28S ribosomal protein S31,Enhydra lutris kenyoni,0.0,1534.0
XP_019605035.1, PREDICTED: 28S ribosomal protein S31,Rhinolophus sinicus,0.0,1534.0
XP_036156478.1, 28S ribosomal protein S31,Myotis myotis,0.0,1529.0
XP_020146003.1, 28S ribosomal protein S31,Microcebus murinus,0.0,1529.0
XP_015099788.1, 28S ribosomal protein S31,Vicugna pacos,0.0,1522.0
XP_012393055.1, 28S ribosomal protein S31,Orcinus orca,0.0,1521.0
XP_036105954.1, 28S ribosomal protein S31,Molossus molossus,0.0,1516.0
XP_010949761.1, 28S ribosomal protein S31,Camelus bactrianus,0.0,1516.0
XP_026972231.1, 28S ribosomal protein S31,Lagenorhynchus obliquidens,0.0,1513.0
XP_016069089.1, PREDICTED: 28S ribosomal protein S31,Miniopterus natalensis,0.0,1512.0
XP_042762678.1, 28S ribosomal protein S31,Panthera leo,0.0,1511.0
XP_047579221.1, 28S ribosomal protein S31,Lutra lutra,0.0,1508.0
XP_046935076.1, 28S ribosomal protein S31,Lynx rufus,0.0,1507.0
XP_045834243.1, 28S ribosomal protein S31,Meles meles,0.0,1506.0
NP_001069483.1, 28S ribosomal protein S31,Bos taurus,0.0,1506.0
XP_006752688.1, PREDICTED: 28S ribosomal protein S31,Myotis davidii,0.0,1505.0
XP_047612081.1, 28S ribosomal protein S31,Phacochoerus africanus,0.0,1505.0
XP_007097753.1, 28S ribosomal protein S31,Panthera tigris,0.0,1505.0
XP_010833955.1, PREDICTED: 28S ribosomal protein S31,Bison bison bison,0.0,1504.0
XP_019507301.1, PREDICTED: 28S ribosomal protein S31,Hipposideros armiger,0.0,1504.0
XP_019303219.1, PREDICTED: 28S ribosomal protein S31,Panthera pardus,0.0,1504.0
XP_030165453.1, 28S ribosomal protein S31,Lynx canadensis,0.0,1503.0
XP_010980716.2, 28S ribosomal protein S31,Camelus dromedarius,0.0,1502.0
XP_019681354.1, 28S ribosomal protein S31,Felis catus,0.0,1502.0
XP_026920544.1, 28S ribosomal protein S31,Acinonyx jubatus,0.0,1501.0
XP_014723899.1, 28S ribosomal protein S31,Equus asinus,0.0,1501.0
XP_006179695.1, 28S ribosomal protein S31,Camelus ferus,0.0,1500.0
XP_047728302.1, 28S ribosomal protein S31,Prionailurus viverrinus,0.0,1500.0
XP_019826920.1, PREDICTED: 28S ribosomal protein S31,Bos indicus,0.0,1499.0
