query_id,protein_name,organism,e-value,score
NP_068593.2, 28S ribosomal protein S35,Homo sapiens,0.0,1703.0
XP_003828890.1, 28S ribosomal protein S35,Pan paniscus,0.0,1695.0
XP_004052949.1, 28S ribosomal protein S35,Gorilla gorilla gorilla,0.0,1691.0
XP_016779222.1, 28S ribosomal protein S35,Pan troglodytes,0.0,1689.0
XP_032015804.1, 28S ribosomal protein S35,Hylobates moloch,0.0,1650.0
XP_003265690.2, 28S ribosomal protein S35,Nomascus leucogenys,0.0,1647.0
XP_024112323.1, 28S ribosomal protein S35,Pongo abelii,0.0,1637.0
XP_033078457.1, 28S ribosomal protein S35,Trachypithecus francoisi,0.0,1590.0
XP_007966223.2, 28S ribosomal protein S35,Chlorocebus sabaeus,0.0,1588.0
XP_017731084.1, PREDICTED: 28S ribosomal protein S35,Rhinopithecus bieti,0.0,1588.0
XP_011949429.1, PREDICTED: 28S ribosomal protein S35,Cercocebus atys,0.0,1587.0
XP_045220849.1, 28S ribosomal protein S35,Macaca fascicularis,0.0,1584.0
NP_001181181.1, 28S ribosomal protein S35,Macaca mulatta,0.0,1581.0
XP_010378184.2, 28S ribosomal protein S35,Rhinopithecus roxellana,0.0,1581.0
XP_011857788.1, PREDICTED: 28S ribosomal protein S35,Mandrillus leucophaeus,0.0,1580.0
XP_050602709.1, 28S ribosomal protein S35,Macaca thibetana thibetana,0.0,1575.0
XP_023064783.1, 28S ribosomal protein S35,Piliocolobus tephrosceles,0.0,1574.0
XP_011757465.1, 28S ribosomal protein S35,Macaca nemestrina,0.0,1573.0
XP_003906204.2, 28S ribosomal protein S35,Papio anubis,0.0,1561.0
XP_025258373.1, 28S ribosomal protein S35,Theropithecus gelada,0.0,1554.0
XP_010335649.1, 28S ribosomal protein S35,Saimiri boliviensis boliviensis,0.0,1528.0
XP_017362568.1, 28S ribosomal protein S35,Cebus imitator,0.0,1522.0
XP_032139569.1, 28S ribosomal protein S35,Sapajus apella,0.0,1521.0
XP_005902522.1, PREDICTED: 28S ribosomal protein S35,Bos mutus,0.0,1513.0
XP_012329691.1, 28S ribosomal protein S35,Aotus nancymaae,0.0,1502.0
XP_035875119.1, 28S ribosomal protein S35,Phyllostomus discolor,0.0,1498.0
XP_046496512.1, 28S ribosomal protein S35,Equus quagga,0.0,1496.0
XP_014646883.1, PREDICTED: 28S ribosomal protein S35,Ceratotherium simum simum,0.0,1493.0
XP_008514084.1, PREDICTED: 28S ribosomal protein S35,Equus przewalskii,0.0,1491.0
XP_035111859.1, 28S ribosomal protein S35,Callithrix jacchus,0.0,1491.0
XP_045685661.1, 28S ribosomal protein S35,Phyllostomus hastatus,0.0,1490.0
XP_023499066.1, 28S ribosomal protein S35,Equus caballus,0.0,1488.0
XP_019592863.1, PREDICTED: 28S ribosomal protein S35,Rhinolophus sinicus,0.0,1487.0
XP_036889736.1, 28S ribosomal protein S35,Sturnira hondurensis,0.0,1486.0
XP_006740890.1, 28S ribosomal protein S35,Leptonychotes weddellii,0.0,1484.0
XP_032288622.1, 28S ribosomal protein S35,Phoca vitulina,0.0,1483.0
XP_037000753.1, 28S ribosomal protein S35,Artibeus jamaicensis,0.0,1482.0
XP_022378354.1, 28S ribosomal protein S35,Enhydra lutris kenyoni,0.0,1482.0
XP_007109110.1, 28S ribosomal protein S35,Physeter catodon,0.0,1481.0
XP_044928991.1, 28S ribosomal protein S35,Mustela putorius furo,0.0,1480.0
XP_032711082.1, 28S ribosomal protein S35,Lontra canadensis,0.0,1479.0
XP_032203474.1, 28S ribosomal protein S35,Mustela erminea,0.0,1478.0
NP_001231856.1, 28S ribosomal protein S35,Sus scrofa,0.0,1474.0
XP_024431484.1, 28S ribosomal protein S35,Desmodus rotundus,0.0,1473.0
XP_031299744.1, 28S ribosomal protein S35,Camelus dromedarius,0.0,1473.0
XP_044084700.1, 28S ribosomal protein S35,Neogale vison,0.0,1473.0
XP_027397410.1, 28S ribosomal protein S35,Bos indicus x Bos taurus,0.0,1471.0
XP_036155243.1, 28S ribosomal protein S35,Myotis myotis,0.0,1471.0
XP_007175768.1, 28S ribosomal protein S35,Balaenoptera acutorostrata scammoni,0.0,1471.0
XP_047596335.1, 28S ribosomal protein S35,Lutra lutra,0.0,1469.0
XP_027999902.1, 28S ribosomal protein S35,Eptesicus fuscus,0.0,1469.0
XP_040090549.1, 28S ribosomal protein S35,Oryx dammah,0.0,1468.0
XP_036720731.1, 28S ribosomal protein S35,Balaenoptera musculus,0.0,1467.0
XP_024589032.1, 28S ribosomal protein S35,Neophocaena asiaeorientalis asiaeorientalis,0.0,1467.0
NP_001271416.1, 28S ribosomal protein S35,Canis lupus familiaris,0.0,1466.0
XP_006086829.1, 28S ribosomal protein S35,Myotis lucifugus,0.0,1465.0
XP_019816967.1, PREDICTED: 28S ribosomal protein S35,Bos indicus,0.0,1464.0
XP_007446358.1, PREDICTED: 28S ribosomal protein S35,Lipotes vexillifer,0.0,1462.0
XP_006079600.1, 28S ribosomal protein S35,Bubalus bubalis,0.0,1461.0
XP_043296644.1, 28S ribosomal protein S35,Cervus canadensis,0.0,1461.0
XP_015989576.2, 28S ribosomal protein S35,Rousettus aegyptiacus,0.0,1460.0
NP_001069087.1, 28S ribosomal protein S35,Bos taurus,0.0,1460.0
XP_006758981.1, PREDICTED: 28S ribosomal protein S35,Myotis davidii,0.0,1459.0
XP_022433554.1, 28S ribosomal protein S35,Delphinapterus leucas,0.0,1459.0
XP_036107882.1, 28S ribosomal protein S35,Molossus molossus,0.0,1459.0
XP_026985166.1, 28S ribosomal protein S35,Lagenorhynchus obliquidens,0.0,1456.0
XP_012030504.2, 28S ribosomal protein S35,Ovis aries,0.0,1455.0
XP_020766526.1, 28S ribosomal protein S35,Odocoileus virginianus texanus,0.0,1453.0
XP_019791605.2, 28S ribosomal protein S35,Tursiops truncatus,0.0,1453.0
XP_005680772.2, PREDICTED: 28S ribosomal protein S35,Capra hircus,0.0,1452.0
XP_036310885.1, 28S ribosomal protein S35,Pipistrellus kuhlii,0.0,1452.0
XP_037703849.1, 28S ribosomal protein S35,Choloepus didactylus,0.0,1452.0
XP_004270941.1, 28S ribosomal protein S35,Orcinus orca,0.0,1451.0
XP_047643277.1, 28S ribosomal protein S35,Phacochoerus africanus,0.0,1447.0
XP_044770843.1, 28S ribosomal protein S35,Neomonachus schauinslandi,0.0,1444.0
XP_006867029.1, PREDICTED: 28S ribosomal protein S35,Chrysochloris asiatica,0.0,1437.0
XP_037370077.1, 28S ribosomal protein S35,Talpa occidentalis,0.0,1435.0
XP_034883899.1, 28S ribosomal protein S35,Mirounga leonina,0.0,1432.0
XP_011361412.1, 28S ribosomal protein S35,Pteropus vampyrus,0.0,1431.0
XP_039738365.1, 28S ribosomal protein S35,Pteropus giganteus,0.0,1430.0
XP_006912772.1, 28S ribosomal protein S35,Pteropus alecto,0.0,1429.0
XP_045866904.1, 28S ribosomal protein S35,Meles meles,0.0,1429.0
XP_004405353.1, PREDICTED: 28S ribosomal protein S35,Odobenus rosmarus divergens,0.0,1427.0
XP_003405415.1, 28S ribosomal protein S35,Loxodonta africana,0.0,1427.0
XP_035932758.1, 28S ribosomal protein S35,Halichoerus grypus,0.0,1425.0
XP_027451396.2, 28S ribosomal protein S35,Zalophus californianus,0.0,1423.0
XP_032329325.1, 28S ribosomal protein S35,Camelus ferus,0.0,1421.0
XP_040498209.1, 28S ribosomal protein S35,Ursus maritimus,0.0,1418.0
XP_002917167.1, 28S ribosomal protein S35,Ailuropoda melanoleuca,0.0,1417.0
XP_047407102.1, 28S ribosomal protein S35,Sciurus carolinensis,0.0,1415.0
XP_045410080.1, 28S ribosomal protein S35,Lemur catta,0.0,1413.0
XP_026357995.2, 28S ribosomal protein S35,Ursus arctos,0.0,1412.0
XP_005407215.1, PREDICTED: 28S ribosomal protein S35,Chinchilla lanigera,0.0,1412.0
XP_045667710.1, 28S ribosomal protein S35,Ursus americanus,0.0,1412.0
XP_015348682.1, 28S ribosomal protein S35,Marmota marmota marmota,0.0,1410.0
XP_006140374.1, 28S ribosomal protein S35,Tupaia chinensis,0.0,1408.0
XP_026266478.1, 28S ribosomal protein S35,Urocitellus parryii,0.0,1408.0
XP_046302958.1, 28S ribosomal protein S35,Marmota monax,0.0,1404.0
XP_027790055.1, 28S ribosomal protein S35,Marmota flaviventris,0.0,1402.0
XP_025850840.1, 28S ribosomal protein S35,Vulpes vulpes,0.0,1402.0
XP_041592450.1, 28S ribosomal protein S35,Vulpes lagopus,0.0,1401.0
XP_036876286.1, 28S ribosomal protein S35,Manis javanica,0.0,1401.0
XP_020038719.1, 28S ribosomal protein S35,Castor canadensis,0.0,1398.0
XP_016054604.1, PREDICTED: 28S ribosomal protein S35,Miniopterus natalensis,0.0,1390.0
XP_036745382.1, 28S ribosomal protein S35,Manis pentadactyla,0.0,1390.0
XP_048222754.1, 28S ribosomal protein S35,Perognathus longimembris pacificus,0.0,1389.0
XP_012662245.1, 28S ribosomal protein S35,Otolemur garnettii,0.0,1388.0
XP_019307862.1, PREDICTED: 28S ribosomal protein S35,Panthera pardus,0.0,1388.0
XP_046922947.1, 28S ribosomal protein S35,Lynx rufus,0.0,1387.0
XP_030177909.1, 28S ribosomal protein S35,Lynx canadensis,0.0,1386.0
XP_049483170.1, 28S ribosomal protein S35,Panthera uncia,0.0,1386.0
XP_006933647.2, 28S ribosomal protein S35,Felis catus,0.0,1385.0
XP_014920716.2, 28S ribosomal protein S35,Acinonyx jubatus,0.0,1384.0
XP_004630387.1, 28S ribosomal protein S35,Octodon degus,0.0,1383.0
XP_025786210.1, 28S ribosomal protein S35,Puma concolor,0.0,1382.0
XP_004874738.3, 28S ribosomal protein S35,Heterocephalus glaber,0.0,1382.0
XP_012594947.1, 28S ribosomal protein S35,Microcebus murinus,0.0,1382.0
XP_014399725.1, PREDICTED: 28S ribosomal protein S35,Myotis brandtii,0.0,1380.0
XP_042802082.1, 28S ribosomal protein S35,Panthera leo,0.0,1379.0
XP_025311260.1, 28S ribosomal protein S35,Canis lupus dingo,0.0,1375.0
XP_042847949.1, 28S ribosomal protein S35,Panthera tigris,0.0,1371.0
XP_010627291.1, 28S ribosomal protein S35,Fukomys damarensis,0.0,1368.0
XP_010854349.1, PREDICTED: 28S ribosomal protein S35,Bison bison bison,0.0,1366.0
XP_039096770.1, 28S ribosomal protein S35,Hyaena hyaena,0.0,1362.0
XP_040599582.1, 28S ribosomal protein S35,Mesocricetus auratus,0.0,1357.0
XP_002712731.1, 28S ribosomal protein S35,Oryctolagus cuniculus,0.0,1352.0
XP_029809247.1, 28S ribosomal protein S35,Suricata suricatta,0.0,1349.0
XP_006986716.1, 28S ribosomal protein S35,Peromyscus maniculatus bairdii,0.0,1347.0
XP_028747461.1, 28S ribosomal protein S35,Peromyscus leucopus,0.0,1340.0
NP_001100098.1, 28S ribosomal protein S35,Rattus norvegicus,0.0,1332.0
XP_003466829.2, 28S ribosomal protein S35,Cavia porcellus,0.0,1330.0
XP_036038128.1, 28S ribosomal protein S35,Onychomys torridus,0.0,1324.0
XP_004592733.1, 28S ribosomal protein S35,Ochotona princeps,0.0,1324.0
XP_051029346.1, 28S ribosomal protein S35,Phodopus roborovskii,0.0,1323.0
XP_032761313.1, 28S ribosomal protein S35,Rattus rattus,0.0,1320.0
XP_008567648.1, PREDICTED: 28S ribosomal protein S35,Galeopterus variegatus,0.0,1319.0
XP_041493364.1, 28S ribosomal protein S35,Microtus oregoni,0.0,1319.0
XP_007529982.1, PREDICTED: 28S ribosomal protein S35,Erinaceus europaeus,0.0,1317.0
XP_040843388.1, 28S ribosomal protein S35,Ochotona curzoniae,1.07334e-180,1316.0
XP_005364669.1, 28S ribosomal protein S35,Microtus ochrogaster,1.51408e-180,1315.0
XP_021046954.1, 28S ribosomal protein S35,Mus pahari,2.19663e-180,1314.0
XP_027285877.1, 28S ribosomal protein S35,Cricetulus griseus,5.4132800000000004e-180,1311.0
XP_050020678.1, 28S ribosomal protein S35,Microtus fortis,9.2323e-180,1309.0
XP_034368148.1, 28S ribosomal protein S35,Arvicanthis niloticus,9.32963e-180,1310.0
NP_663548.2, 28S ribosomal protein S35,Mus musculus,3.18269e-179,1306.0
XP_021020825.1, 28S ribosomal protein S35,Mus caroli,6.00859e-179,1304.0
XP_032974452.1, 28S ribosomal protein S35,Rhinolophus ferrumequinum,7.43182e-179,1298.0
XP_042533508.1, 28S ribosomal protein S35,Dipodomys spectabilis,1.6933300000000001e-178,1302.0
XP_004449365.1, 28S ribosomal protein S35,Dasypus novemcinctus,2.1546e-178,1296.0
XP_051011566.1, 28S ribosomal protein S35,Acomys russatus,2.0714400000000003e-176,1288.0
XP_012888872.1, PREDICTED: 28S ribosomal protein S35,Dipodomys ordii,2.7074700000000003e-176,1282.0
XP_038176897.1, 28S ribosomal protein S35,Arvicola amphibius,5.4175999999999996e-176,1285.0
XP_027968998.1, 28S ribosomal protein S35,Eumetopias jubatus,1.26689e-175,1281.0
XP_049639801.1, 28S ribosomal protein S35,Suncus etruscus,1.45103e-175,1282.0
XP_031239792.1, 28S ribosomal protein S35,Mastomys coucha,2.06025e-175,1281.0
XP_028613386.1, 28S ribosomal protein S35,Grammomys surdaster,1.61214e-173,1269.0
XP_044995532.1, 28S ribosomal protein S35,Jaculus jaculus,8.20229e-170,1245.0
XP_029426173.1, 28S ribosomal protein S35,Nannospalax galili,1.3196e-169,1243.0
XP_048288660.1, 28S ribosomal protein S35,Myodes glareolus,1.58148e-169,1242.0
XP_023593872.1, 28S ribosomal protein S35,Trichechus manatus latirostris,3.63496e-168,1230.0
XP_027700113.1, 28S ribosomal protein S35,Vombatus ursinus,1.67303e-166,1228.0
XP_021501693.1, 28S ribosomal protein S35,Meriones unguiculatus,5.0274700000000006e-164,1206.0
XP_020832876.1, 28S ribosomal protein S35,Phascolarctos cinereus,5.49988e-164,1219.0
XP_044535206.1, 28S ribosomal protein S35,Gracilinanus agilis,5.1690900000000005e-163,1213.0
XP_007502922.2, PREDICTED: 28S ribosomal protein S35,Monodelphis domestica,3.69636e-162,1201.0
XP_012588245.1, PREDICTED: 28S ribosomal protein S35,Condylura cristata,3.88692e-162,1193.0
XP_036616687.1, 28S ribosomal protein S35,Trichosurus vulpecula,1.5533800000000002e-161,1195.0
XP_031793930.1, 28S ribosomal protein S35,Sarcophilus harrisii,6.78356e-159,1174.0
XP_028914128.1, 28S ribosomal protein S35,Ornithorhynchus anatinus,3.8552500000000006e-158,1165.0
XP_030395029.1, 28S ribosomal protein S35,Gopherus evgoodei,1.01263e-157,1167.0
XP_030304238.1, 28S ribosomal protein S35,Calypte anna,1.16127e-157,1167.0
XP_043823567.1, 28S ribosomal protein S35,Dromiciops gliroides,6.96705e-157,1162.0
XP_030903880.2, 28S ribosomal protein S35,Melopsittacus undulatus,1.16272e-156,1160.0
XP_048371760.1, 28S ribosomal protein S35,Sphaerodactylus townsendi,1.50833e-156,1159.0
XP_005510560.1, 28S ribosomal protein S35,Columba livia,1.48029e-155,1153.0
XP_009286768.1, PREDICTED: 28S ribosomal protein S35,Aptenodytes forsteri,2.55302e-155,1151.0
XP_009989765.1, PREDICTED: 28S ribosomal protein S35,Tauraco erythrolophus,6.10473e-155,1145.0
XP_010217478.1, PREDICTED: 28S ribosomal protein S35,Tinamus guttatus,6.8894e-155,1148.0
XP_039396367.1, 28S ribosomal protein S35,Mauremys reevesii,7.76532e-155,1148.0
XP_029896795.1, 28S ribosomal protein S35,Aquila chrysaetos chrysaetos,1.1207700000000001e-154,1147.0
XP_042326033.1, 28S ribosomal protein S35,Sceloporus undulatus,1.2583300000000001e-154,1146.0
XP_025945201.1, 28S ribosomal protein S35,Apteryx rowi,1.2861700000000002e-154,1146.0
XP_032639873.1, 28S ribosomal protein S35,Chelonoidis abingdonii,1.7642500000000002e-154,1146.0
XP_049678119.1, 28S ribosomal protein S35,Accipiter gentilis,2.5744e-154,1145.0
XP_048790374.1, 28S ribosomal protein S35,Lagopus muta,2.6998200000000003e-154,1144.0
XP_042690888.1, 28S ribosomal protein S35,Centrocercus urophasianus,2.9468300000000003e-154,1144.0
XP_038621111.1, 28S ribosomal protein S35,Tachyglossus aculeatus,3.91364e-154,1149.0
XP_010573617.1, PREDICTED: 28S ribosomal protein S35,Haliaeetus leucocephalus,3.9446200000000004e-154,1144.0
XP_010158482.1, PREDICTED: 28S ribosomal protein S35,Eurypyga helias,4.4344800000000003e-154,1138.0
XP_009922575.1, PREDICTED: 28S ribosomal protein S35,Haliaeetus albicilla,4.5770800000000005e-154,1142.0
XP_034615733.1, 28S ribosomal protein S35,Trachemys scripta elegans,5.502970000000001e-154,1145.0
XP_025889041.1, 28S ribosomal protein S35,Nothoprocta perdicaria,5.8785200000000014e-154,1143.0
NP_001265020.1, 28S ribosomal protein S35,Gallus gallus,6.06765e-154,1142.0
XP_044852081.1, 28S ribosomal protein S35,Mauremys mutica,6.67688e-154,1137.0
XP_050766154.1, 28S ribosomal protein S35,Gymnogyps californianus,7.04467e-154,1142.0
XP_015726581.1, 28S ribosomal protein S35,Coturnix japonica,7.05376e-154,1141.0
XP_042746183.1, 28S ribosomal protein S35,Lagopus leucura,7.80417e-154,1141.0
XP_010199538.1, PREDICTED: 28S ribosomal protein S35,Colius striatus,9.64882e-154,1136.0
XP_009676991.1, PREDICTED: 28S ribosomal protein S35,Struthio camelus australis,1.09955e-153,1138.0
XP_005290148.2, 28S ribosomal protein S35,Chrysemys picta bellii,1.16859e-153,1141.0
XP_008109564.2, PREDICTED: 28S ribosomal protein S35,Anolis carolinensis,1.62106e-153,1138.0
XP_030335894.1, 28S ribosomal protein S35,Strigops habroptila,1.7960900000000002e-153,1139.0
XP_040400948.1, 28S ribosomal protein S35,Cygnus olor,2.07865e-153,1138.0
XP_031462075.1, 28S ribosomal protein S35,Phasianus colchicus,2.85327e-153,1137.0
XP_048680271.1, 28S ribosomal protein S35,Caretta caretta,2.8897e-153,1138.0
XP_043388591.1, 28S ribosomal protein S35,Chelonia mydas,3.70077e-153,1133.0
XP_013802626.1, PREDICTED: 28S ribosomal protein S35,Apteryx mantelli mantelli,6.01944e-153,1142.0
XP_032850967.2, 28S ribosomal protein S35,Tyto alba,7.18339e-153,1135.0
XP_010126314.1, PREDICTED: 28S ribosomal protein S35,Chlamydotis macqueenii,7.29273e-153,1130.0
XP_009322644.1, PREDICTED: 28S ribosomal protein S35,Pygoscelis adeliae,1.07185e-152,1130.0
XP_009480195.1, PREDICTED: 28S ribosomal protein S35,Pelecanus crispus,1.08487e-152,1129.0
XP_038242537.1, 28S ribosomal protein S35,Dermochelys coriacea,1.10336e-152,1134.0
XP_010013323.1, PREDICTED: 28S ribosomal protein S35,Nestor notabilis,1.26184e-152,1132.0
XP_019399795.1, PREDICTED: 28S ribosomal protein S35,Crocodylus porosus,1.82236e-152,1132.0
XP_009880179.1, PREDICTED: 28S ribosomal protein S35,Charadrius vociferus,2.09007e-152,1136.0
XP_009567551.1, PREDICTED: 28S ribosomal protein S35,Cuculus canorus,2.42537e-152,1128.0
XP_009959794.1, PREDICTED: 28S ribosomal protein S35,Leptosomus discolor,2.80397e-152,1126.0
XP_021129556.2, 28S ribosomal protein S35,Anas platyrhynchos,3.52977e-152,1129.0
XP_010298905.1, PREDICTED: 28S ribosomal protein S35,Balearica regulorum gibbericeps,6.60416e-152,1129.0
XP_009873889.1, PREDICTED: 28S ribosomal protein S35,Apaloderma vittatum,6.72072e-152,1122.0
XP_009997353.1, PREDICTED: 28S ribosomal protein S35,Chaetura pelagica,9.037260000000001e-152,1128.0
XP_009938990.1, PREDICTED: 28S ribosomal protein S35,Opisthocomus hoazin,1.40995e-151,1126.0
XP_009067561.1, PREDICTED: 28S ribosomal protein S35,Acanthisitta chloris,2.92834e-151,1119.0
XP_020641459.1, 28S ribosomal protein S35,Pogona vitticeps,3.49947e-151,1123.0
XP_044274192.1, 28S ribosomal protein S35,Varanus komodoensis,4.0684999999999997e-151,1123.0
XP_050822217.1, 28S ribosomal protein S35,Gopherus flavomarginatus,4.91375e-151,1123.0
XP_013028619.2, 28S ribosomal protein S35,Anser cygnoides,8.35524e-151,1121.0
XP_010289848.1, PREDICTED: 28S ribosomal protein S35,Phaethon lepturus,1.06787e-150,1114.0
XP_015269812.1, PREDICTED: 28S ribosomal protein S35,Gekko japonicus,1.6097e-150,1112.0
XP_050180837.1, 28S ribosomal protein S35,Myiozetetes cayanensis,2.01331e-150,1120.0
XP_024054420.1, 28S ribosomal protein S35,Terrapene carolina triunguis,2.44669e-150,1120.0
XP_035406695.1, 28S ribosomal protein S35,Cygnus atratus,3.00548e-150,1117.0
XP_019371397.1, PREDICTED: 28S ribosomal protein S35,Gavialis gangeticus,3.79393e-150,1120.0
XP_033004119.1, 28S ribosomal protein S35,Lacerta agilis,4.19395e-150,1116.0
XP_035747945.1, 28S ribosomal protein S35,Egretta garzetta,4.93389e-150,1109.0
XP_029455843.1, 28S ribosomal protein S35,Rhinatrema bivittatum,1.29528e-149,1116.0
XP_006278136.2, PREDICTED: 28S ribosomal protein S35,Alligator mississippiensis,2.20953e-149,1112.0
XP_030070129.1, 28S ribosomal protein S35,Microcaecilia unicolor,3.18635e-149,1114.0
XP_020370957.1, 28S ribosomal protein S35,Rhincodon typus,3.2478599999999997e-149,1110.0
XP_032914487.1, 28S ribosomal protein S35,Catharus ustulatus,3.27346e-149,1112.0
XP_039917990.1, 28S ribosomal protein S35,Hirundo rustica,3.44953e-149,1112.0
XP_034296277.1, 28S ribosomal protein S35,Pantherophis guttatus,3.55429e-149,1107.0
XP_038010904.1, 28S ribosomal protein S35,Motacilla alba alba,3.9514299999999995e-149,1111.0
XP_026557921.1, 28S ribosomal protein S35,Pseudonaja textilis,5.010229999999999e-149,1108.0
XP_039564163.1, 28S ribosomal protein S35,Passer montanus,5.11623e-149,1111.0
XP_031961905.1, 28S ribosomal protein S35,Corvus moneduloides,6.092229999999999e-149,1110.0
