query_id,protein_name,organism,e-value,score
NP_112570.2, 28S ribosomal protein S15,Homo sapiens,0.0,1353.0
XP_003812644.1, 28S ribosomal protein S15,Pan paniscus,0.0,1335.0
XP_524665.2, 28S ribosomal protein S15,Pan troglodytes,0.0,1326.0
XP_004025518.2, 28S ribosomal protein S15,Gorilla gorilla gorilla,0.0,1324.0
XP_032016161.1, 28S ribosomal protein S15,Hylobates moloch,1.21257e-164,1197.0
XP_024089993.1, 28S ribosomal protein S15,Pongo abelii,1.49486e-160,1170.0
XP_003273331.3, 28S ribosomal protein S15,Nomascus leucogenys,1.04112e-158,1158.0
XP_033082982.1, 28S ribosomal protein S15,Trachypithecus francoisi,2.63237e-149,1095.0
XP_023087967.1, 28S ribosomal protein S15,Piliocolobus tephrosceles,7.623159999999999e-149,1092.0
XP_011810687.1, PREDICTED: 28S ribosomal protein S15,Colobus angolensis palliatus,1.1941e-147,1085.0
XP_007977573.1, 28S ribosomal protein S15,Chlorocebus sabaeus,1.33243e-147,1084.0
XP_011934844.1, PREDICTED: 28S ribosomal protein S15,Cercocebus atys,2.7447699999999997e-146,1076.0
XP_011844405.1, PREDICTED: 28S ribosomal protein S15,Mandrillus leucophaeus,1.63839e-145,1071.0
XP_005544005.1, 28S ribosomal protein S15,Macaca fascicularis,4.29839e-145,1068.0
XP_017739986.1, PREDICTED: 28S ribosomal protein S15,Rhinopithecus bieti,4.8491600000000004e-145,1067.0
XP_050656356.1, 28S ribosomal protein S15,Macaca thibetana thibetana,5.23585e-145,1067.0
XP_025245775.1, 28S ribosomal protein S15,Theropithecus gelada,1.48316e-144,1064.0
XP_010358736.1, 28S ribosomal protein S15,Rhinopithecus roxellana,3.9772399999999996e-144,1061.0
XP_003891653.2, 28S ribosomal protein S15,Papio anubis,3.9772399999999996e-144,1061.0
XP_012294830.1, 28S ribosomal protein S15,Aotus nancymaae,5.73193e-140,1034.0
XP_008999157.1, 28S ribosomal protein S15,Callithrix jacchus,1.20384e-137,1019.0
XP_047413530.1, 28S ribosomal protein S15,Sciurus carolinensis,2.13396e-137,1018.0
XP_008588886.1, PREDICTED: 28S ribosomal protein S15,Galeopterus variegatus,1.54625e-136,1012.0
XP_017365261.1, 28S ribosomal protein S15,Cebus imitator,8.62005e-135,1000.0
