query_id,protein_name,organism,e-value,score
NP_057151.1, 28S ribosomal protein S18c,Homo sapiens,7.82422e-102,760.0
XP_030866112.1, 28S ribosomal protein S18c,Gorilla gorilla gorilla,2.61879e-99,744.0
XP_002814984.1, 28S ribosomal protein S18c,Pongo abelii,6.7938e-98,734.0
XP_032003777.1, 28S ribosomal protein S18c,Hylobates moloch,4.8456e-97,728.0
XP_003265893.1, 28S ribosomal protein S18c,Nomascus leucogenys,7.683240000000008e-97,727.0
XP_010357264.1, 28S ribosomal protein S18c,Rhinopithecus roxellana,3.02945e-96,723.0
XP_025249446.1, 28S ribosomal protein S18c,Theropithecus gelada,9.91161e-96,720.0
XP_023078274.1, 28S ribosomal protein S18c,Piliocolobus tephrosceles,9.91161e-96,720.0
XP_007997298.1, 28S ribosomal protein S18c,Chlorocebus sabaeus,3.42569e-95,716.0
XP_017385738.1, 28S ribosomal protein S18c,Cebus imitator,2.28729e-94,711.0
NP_001253055.1, 28S ribosomal protein S18c,Macaca mulatta,3.07617e-94,710.0
XP_032095623.1, 28S ribosomal protein S18c,Sapajus apella,5.26691e-94,709.0
XP_003898722.1, 28S ribosomal protein S18c,Papio anubis,8.82201e-94,707.0
XP_005554961.2, 28S ribosomal protein S18c,Macaca fascicularis,9.953950000000001e-94,707.0
XP_050646149.1, 28S ribosomal protein S18c,Macaca thibetana thibetana,1.05154e-93,707.0
XP_002745690.2, 28S ribosomal protein S18c,Callithrix jacchus,1.24677e-93,707.0
XP_003924021.1, 28S ribosomal protein S18c,Saimiri boliviensis boliviensis,2.09939e-93,705.0
XP_012292429.1, 28S ribosomal protein S18c,Aotus nancymaae,1.0104e-91,694.0
XP_007118384.1, 28S ribosomal protein S18c,Physeter catodon,9.10338e-89,674.0
XP_007167992.1, 28S ribosomal protein S18c,Balaenoptera acutorostrata scammoni,1.98402e-88,672.0
XP_045392653.1, 28S ribosomal protein S18c,Lemur catta,4.3717e-88,670.0
XP_021558022.1, 28S ribosomal protein S18c,Neomonachus schauinslandi,7.235479999999999e-88,668.0
XP_006747104.1, 28S ribosomal protein S18c,Leptonychotes weddellii,7.31531e-88,668.0
XP_037686079.1, 28S ribosomal protein S18c,Choloepus didactylus,2.88087e-87,664.0
XP_034860515.1, 28S ribosomal protein S18c,Mirounga leonina,3.11352e-87,664.0
XP_005412246.1, PREDICTED: 28S ribosomal protein S18c,Chinchilla lanigera,8.2742e-87,661.0
XP_028362993.1, 28S ribosomal protein S18c,Phyllostomus discolor,9.9624e-87,661.0
XP_004430963.1, PREDICTED: 28S ribosomal protein S18c,Ceratotherium simum simum,1.94553e-86,659.0
XP_036708467.1, 28S ribosomal protein S18c,Balaenoptera musculus,2.56169e-86,658.0
XP_003790083.1, 28S ribosomal protein S18c,Otolemur garnettii,3.25569e-86,657.0
XP_008691536.1, 28S ribosomal protein S18c,Ursus maritimus,3.48007e-86,657.0
XP_032256592.1, 28S ribosomal protein S18c,Phoca vitulina,4.88995e-86,656.0
XP_024430571.1, 28S ribosomal protein S18c,Desmodus rotundus,7.419509999999999e-86,655.0
XP_016068569.1, PREDICTED: 28S ribosomal protein S18c,Miniopterus natalensis,1.07742e-85,654.0
XP_012622197.1, 28S ribosomal protein S18c,Microcebus murinus,1.27119e-85,654.0
XP_012502697.1, PREDICTED: 28S ribosomal protein S18c,Propithecus coquereli,1.4660700000000002e-85,653.0
XP_045675935.1, 28S ribosomal protein S18c,Phyllostomus hastatus,1.68946e-85,653.0
XP_004703298.1, 28S ribosomal protein S18c,Echinops telfairi,1.72833e-85,653.0
XP_003469464.1, 28S ribosomal protein S18c,Cavia porcellus,2.1524e-85,652.0
XP_004391025.1, 28S ribosomal protein S18c,Trichechus manatus latirostris,2.62235e-85,651.0
XP_003414155.1, 28S ribosomal protein S18c,Loxodonta africana,3.26579e-85,651.0
XP_004872390.1, 28S ribosomal protein S18c,Heterocephalus glaber,4.20318e-85,650.0
XP_025743098.1, 28S ribosomal protein S18c,Callorhinus ursinus,4.2930500000000003e-85,650.0
XP_022455051.1, 28S ribosomal protein S18c,Delphinapterus leucas,4.4367100000000003e-85,650.0
