query_id,protein_name,organism,e-value,score
NP_054765.1, 28S ribosomal protein S18b,Homo sapiens,0.0,1377.0
NP_001035204.1, 28S ribosomal protein S18b,Pan troglodytes,0.0,1367.0
XP_030867815.1, 28S ribosomal protein S18b,Gorilla gorilla gorilla,0.0,1366.0
XP_003272085.1, 28S ribosomal protein S18b,Nomascus leucogenys,0.0,1338.0
XP_031996830.1, 28S ribosomal protein S18b,Hylobates moloch,0.0,1338.0
XP_034790551.1, 28S ribosomal protein S18b,Pan paniscus,0.0,1327.0
XP_024103907.1, 28S ribosomal protein S18b,Pongo abelii,0.0,1324.0
XP_033075555.1, 28S ribosomal protein S18b,Trachypithecus francoisi,0.0,1306.0
XP_010366502.1, 28S ribosomal protein S18b,Rhinopithecus roxellana,3.33717e-180,1299.0
XP_011946160.1, PREDICTED: 28S ribosomal protein S18b,Cercocebus atys,3.8109e-179,1292.0
XP_023050190.2, 28S ribosomal protein S18b,Piliocolobus tephrosceles,8.30386e-179,1290.0
XP_011800425.1, PREDICTED: 28S ribosomal protein S18b,Colobus angolensis palliatus,9.16551e-179,1289.0
NP_001098635.1, 28S ribosomal protein S18b,Macaca mulatta,1.27374e-178,1288.0
XP_050644471.1, 28S ribosomal protein S18b,Macaca thibetana thibetana,5.3016e-178,1284.0
XP_003897350.2, 28S ribosomal protein S18b,Papio anubis,6.674990000000001e-178,1284.0
XP_007971432.1, 28S ribosomal protein S18b,Chlorocebus sabaeus,7.868850000000001e-178,1283.0
XP_011769090.1, 28S ribosomal protein S18b,Macaca nemestrina,4.40407e-177,1278.0
XP_032126670.1, 28S ribosomal protein S18b,Sapajus apella,8.59356e-174,1265.0
XP_017365984.1, 28S ribosomal protein S18b,Cebus imitator,1.04011e-173,1265.0
XP_002746355.3, 28S ribosomal protein S18b,Callithrix jacchus,4.4724899999999997e-169,1234.0
XP_003944711.2, 28S ribosomal protein S18b,Saimiri boliviensis boliviensis,1.24389e-168,1225.0
XP_037375208.1, 28S ribosomal protein S18b,Talpa occidentalis,1.7814499999999997e-167,1217.0
XP_008573529.1, PREDICTED: 28S ribosomal protein S18b,Galeopterus variegatus,3.91994e-167,1213.0
XP_004409123.1, PREDICTED: 28S ribosomal protein S18b,Odobenus rosmarus divergens,7.187249999999999e-167,1211.0
XP_025747003.1, 28S ribosomal protein S18b,Callorhinus ursinus,4.93515e-166,1206.0
XP_035976294.1, 28S ribosomal protein S18b,Halichoerus grypus,7.679240000000002e-166,1205.0
XP_032703175.1, 28S ribosomal protein S18b,Lontra canadensis,3.12564e-165,1201.0
