query_id,protein_name,organism,e-value,score
NP_057155.1, 28S ribosomal protein S33,Homo sapiens,2.6398e-71,552.0
XP_003813434.2, 28S ribosomal protein S33,Pan paniscus,7.32868e-71,549.0
XP_002818583.1, 28S ribosomal protein S33,Pongo abelii,1.25508e-70,547.0
XP_003270865.1, 28S ribosomal protein S33,Nomascus leucogenys,8.478920000000001e-70,542.0
XP_010358116.1, 28S ribosomal protein S33,Rhinopithecus roxellana,6.05104e-69,536.0
XP_023040693.1, 28S ribosomal protein S33,Piliocolobus tephrosceles,1.06438e-65,516.0
XP_016800951.1, 28S ribosomal protein S33,Pan troglodytes,1.29747e-63,501.0
XP_032617852.1, 28S ribosomal protein S33,Hylobates moloch,3.34508e-62,491.0
XP_011796688.1, PREDICTED: 28S ribosomal protein S33,Colobus angolensis palliatus,3.81611e-62,491.0
XP_007641839.1, 28S ribosomal protein S33,Cricetulus griseus,4.540530000000001e-61,485.0
XP_012661705.1, 28S ribosomal protein S33,Otolemur garnettii,3.38784e-60,479.0
XP_010945754.1, 28S ribosomal protein S33,Camelus bactrianus,3.53989e-60,479.0
XP_007466686.1, PREDICTED: 28S ribosomal protein S33,Lipotes vexillifer,5.49101e-60,478.0
XP_023982720.1, 28S ribosomal protein S33,Physeter catodon,9.40182e-60,476.0
XP_004272179.1, 28S ribosomal protein S33,Orcinus orca,9.50557e-60,476.0
XP_012505245.1, PREDICTED: 28S ribosomal protein S33,Propithecus coquereli,1.62755e-59,475.0
XP_004008161.1, 28S ribosomal protein S33,Ovis aries,1.66367e-59,475.0
XP_003475497.1, 28S ribosomal protein S33,Cavia porcellus,1.81635e-59,474.0
XP_043319823.1, 28S ribosomal protein S33,Cervus canadensis,2.09842e-59,477.0
XP_014643173.1, PREDICTED: 28S ribosomal protein S33,Ceratotherium simum simum,2.41617e-59,473.0
XP_008593153.1, PREDICTED: 28S ribosomal protein S33,Galeopterus variegatus,3.28538e-59,473.0
XP_051007627.1, 28S ribosomal protein S33,Acomys russatus,3.66648e-59,472.0
XP_040115942.1, 28S ribosomal protein S33,Oryx dammah,4.61683e-59,472.0
XP_045351855.1, 28S ribosomal protein S33,Leopardus geoffroyi,5.9425e-59,471.0
