query_id,protein_name,organism,e-value,score
XP_030652720.1, 28S ribosomal protein S12,Nomascus leucogenys,6.23635e-93,700.0
NP_001125594.1, 28S ribosomal protein S12,Pongo abelii,4.69893e-92,695.0
XP_003915541.2, 28S ribosomal protein S12,Papio anubis,5.50183e-91,688.0
XP_012291329.1, 28S ribosomal protein S12,Aotus nancymaae,1.33997e-89,679.0
XP_008986221.1, 28S ribosomal protein S12,Callithrix jacchus,1.60625e-89,683.0
XP_003467301.1, 28S ribosomal protein S12,Cavia porcellus,4.93768e-84,642.0
XP_008072580.1, 28S ribosomal protein S12,Carlito syrichta,7.16566e-84,641.0
XP_005399862.1, PREDICTED: 28S ribosomal protein S12,Chinchilla lanigera,1.88888e-81,625.0
XP_045388023.1, 28S ribosomal protein S12,Lemur catta,4.07138e-81,623.0
XP_049975078.1, 28S ribosomal protein S12,Microtus fortis,4.11402e-81,623.0
XP_004715818.1, 28S ribosomal protein S12,Echinops telfairi,6.96972e-81,622.0
NP_001099709.1, 28S ribosomal protein S12,Rattus norvegicus,1.16723e-80,620.0
XP_006871507.1, PREDICTED: 28S ribosomal protein S12,Chrysochloris asiatica,1.46888e-80,619.0
XP_047649692.1, 28S ribosomal protein S12,Phacochoerus africanus,2.18145e-80,618.0
XP_010631142.1, 28S ribosomal protein S12,Fukomys damarensis,7.13382e-80,615.0
XP_036988908.1, 28S ribosomal protein S12,Artibeus jamaicensis,8.22738e-80,615.0
NP_001347179.1, 28S ribosomal protein S12,Mus musculus,2.00072e-79,612.0
XP_012630133.1, 28S ribosomal protein S12,Microcebus murinus,2.35859e-79,612.0
XP_039104906.1, 28S ribosomal protein S12,Hyaena hyaena,5.54981e-79,609.0
XP_005371327.1, 28S ribosomal protein S12,Microtus ochrogaster,8.14388e-79,608.0
XP_005336459.1, 28S ribosomal protein S12,Ictidomys tridecemlineatus,1.3947e-78,606.0
XP_052023470.1, 28S ribosomal protein S12,Apodemus sylvaticus,1.59094e-78,606.0
XP_021078803.2, 28S ribosomal protein S12,Mesocricetus auratus,1.98125e-78,605.0
XP_005886025.1, PREDICTED: 28S ribosomal protein S12,Myotis brandtii,5.93418e-78,602.0
XP_019521846.1, PREDICTED: 28S ribosomal protein S12,Hipposideros armiger,7.06978e-78,602.0
XP_004670487.1, 28S ribosomal protein S12,Jaculus jaculus,1.38102e-77,600.0
XP_029781165.1, 28S ribosomal protein S12,Suricata suricatta,1.66893e-77,602.0
XP_040832555.1, 28S ribosomal protein S12,Ochotona curzoniae,2.36395e-77,598.0
XP_017513226.1, 28S ribosomal protein S12,Manis javanica,3.70649e-77,597.0
XP_035304980.1, 28S ribosomal protein S12,Cricetulus griseus,6.2752800000000006e-77,596.0
XP_004271362.1, 28S ribosomal protein S12,Orcinus orca,6.70219e-77,595.0
XP_017197689.1, 28S ribosomal protein S12,Oryctolagus cuniculus,7.15815e-77,595.0
XP_028715065.1, 28S ribosomal protein S12,Peromyscus leucopus,7.15815e-77,595.0
XP_037675082.1, 28S ribosomal protein S12,Choloepus didactylus,8.438390000000001e-77,595.0
