query_id,protein_name,organism,e-value,score
XP_002813186.1, 28S ribosomal protein S25,Pongo abelii,1.99509e-124,915.0
XP_012357626.2, 28S ribosomal protein S25,Nomascus leucogenys,1.00122e-122,903.0
XP_003906917.1, 28S ribosomal protein S25,Papio anubis,2.44111e-122,901.0
XP_012328143.1, 28S ribosomal protein S25,Aotus nancymaae,8.253280000000001e-122,897.0
XP_003734944.1, 28S ribosomal protein S25,Callithrix jacchus,4.62271e-121,892.0
XP_008060682.1, 28S ribosomal protein S25,Carlito syrichta,5.411190000000003e-119,879.0
XP_001491213.3, 28S ribosomal protein S25,Equus caballus,7.13236e-118,872.0
XP_005870085.1, PREDICTED: 28S ribosomal protein S25,Myotis brandtii,2.00079e-117,869.0
XP_024412189.1, 28S ribosomal protein S25,Desmodus rotundus,3.82269e-117,867.0
XP_040851191.1, 28S ribosomal protein S25,Ochotona curzoniae,5.49075e-117,866.0
XP_019501485.1, PREDICTED: 28S ribosomal protein S25,Hipposideros armiger,1.96078e-116,862.0
XP_002713084.1, 28S ribosomal protein S25,Oryctolagus cuniculus,3.7053e-116,860.0
XP_006868735.1, PREDICTED: 28S ribosomal protein S25,Chrysochloris asiatica,4.04527e-116,860.0
XP_020031188.1, 28S ribosomal protein S25,Castor canadensis,8.91365e-116,858.0
XP_004702431.1, 28S ribosomal protein S25,Echinops telfairi,1.2388400000000001e-115,857.0
XP_015977529.1, 28S ribosomal protein S25,Rousettus aegyptiacus,1.26633e-115,857.0
XP_003982567.1, 28S ribosomal protein S25,Felis catus,1.96409e-115,856.0
XP_037658517.1, 28S ribosomal protein S25,Choloepus didactylus,2.1679500000000002e-115,855.0
NP_001069447.1, 28S ribosomal protein S25,Bos taurus,7.409030000000001e-115,852.0
XP_006907229.1, 28S ribosomal protein S25,Pteropus alecto,1.25456e-114,850.0
XP_040594023.1, 28S ribosomal protein S25,Mesocricetus auratus,2.9128400000000003e-113,841.0
XP_043828624.1, 28S ribosomal protein S25,Dromiciops gliroides,3.8478e-113,841.0
XP_008853155.1, 28S ribosomal protein S25,Nannospalax galili,4.93223e-113,840.0
XP_045390094.1, 28S ribosomal protein S25,Lemur catta,8.76168e-113,838.0
XP_003762499.1, 28S ribosomal protein S25,Sarcophilus harrisii,9.67101e-113,838.0
XP_003463241.1, 28S ribosomal protein S25,Cavia porcellus,2.0170799999999998e-112,836.0
XP_004651470.1, 28S ribosomal protein S25,Jaculus jaculus,5.91131e-112,833.0
XP_036595241.1, 28S ribosomal protein S25,Trichosurus vulpecula,1.36085e-111,830.0
XP_037379394.1, 28S ribosomal protein S25,Talpa occidentalis,4.85875e-111,827.0
XP_029774066.1, 28S ribosomal protein S25,Suricata suricatta,1.4715e-110,824.0
XP_010636238.1, 28S ribosomal protein S25,Fukomys damarensis,1.71579e-110,823.0
XP_021493920.1, 28S ribosomal protein S25,Meriones unguiculatus,2.24846e-110,822.0
XP_001376586.3, PREDICTED: 28S ribosomal protein S25,Monodelphis domestica,2.51899e-110,822.0
XP_005387135.1, PREDICTED: 28S ribosomal protein S25,Chinchilla lanigera,3.27777e-110,821.0
XP_027719680.1, 28S ribosomal protein S25,Vombatus ursinus,4.97316e-110,820.0
XP_039087343.1, 28S ribosomal protein S25,Hyaena hyaena,1.07189e-109,818.0
XP_032267883.1, 28S ribosomal protein S25,Phoca vitulina,3.54816e-108,808.0
XP_004284360.1, 28S ribosomal protein S25,Orcinus orca,5.87707e-108,807.0
XP_005333837.1, 28S ribosomal protein S25,Ictidomys tridecemlineatus,1.0983100000000001e-107,805.0
XP_034853493.1, 28S ribosomal protein S25,Mirounga leonina,6.0141e-107,800.0
XP_020138847.1, 28S ribosomal protein S25,Microcebus murinus,1.6259700000000002e-106,797.0
XP_047637639.1, 28S ribosomal protein S25,Phacochoerus africanus,1.66813e-106,797.0
XP_003409790.1, 28S ribosomal protein S25,Loxodonta africana,3.25714e-106,795.0
XP_030426624.1, 28S ribosomal protein S25,Gopherus evgoodei,3.92486e-106,795.0
XP_048714679.1, 28S ribosomal protein S25,Caretta caretta,1.7639399999999998e-105,790.0
XP_039402294.1, 28S ribosomal protein S25,Mauremys reevesii,2.6180799999999998e-105,789.0
XP_027323616.1, 28S ribosomal protein S25,Anas platyrhynchos,2.64695e-105,789.0
XP_016041042.1, PREDICTED: rabenosyn-5 [Erinaceus europaeus],Erinaceus europaeus,1.69007e-104,823.0
