query_id,protein_name,organism,e-value,score
NP_057055.2, 28S ribosomal protein S7,Homo sapiens,6.27496e-180,1294.0
XP_004041040.1, 28S ribosomal protein S7,Gorilla gorilla gorilla,6.93811e-179,1287.0
XP_003813354.1, 28S ribosomal protein S7,Pan paniscus,2.22009e-178,1283.0
XP_002827876.1, 28S ribosomal protein S7,Pongo abelii,4.44963e-173,1249.0
XP_032033475.1, 28S ribosomal protein S7,Hylobates moloch,6.21584e-172,1241.0
XP_010385918.1, 28S ribosomal protein S7,Rhinopithecus roxellana,1.09968e-171,1239.0
XP_033038032.1, 28S ribosomal protein S7,Trachypithecus francoisi,9.75983e-171,1233.0
XP_030683380.1, 28S ribosomal protein S7,Nomascus leucogenys,1.05389e-170,1233.0
XP_023067602.1, 28S ribosomal protein S7,Piliocolobus tephrosceles,1.31247e-170,1232.0
NP_001247987.1, 28S ribosomal protein S7,Macaca mulatta,5.22913e-170,1228.0
XP_005584972.1, 28S ribosomal protein S7,Macaca fascicularis,1.86689e-169,1225.0
XP_011897908.1, PREDICTED: 28S ribosomal protein S7,Cercocebus atys,4.44134e-169,1222.0
XP_008009966.1, 28S ribosomal protein S7,Chlorocebus sabaeus,8.30021e-169,1221.0
XP_011833240.1, PREDICTED: 28S ribosomal protein S7,Mandrillus leucophaeus,1.31582e-168,1219.0
XP_003913474.2, 28S ribosomal protein S7,Papio anubis,2.27729e-168,1218.0
XP_025219643.1, 28S ribosomal protein S7,Theropithecus gelada,5.41758e-168,1215.0
XP_011799538.1, PREDICTED: 28S ribosomal protein S7,Colobus angolensis palliatus,5.54427e-167,1209.0
XP_011833168.1, PREDICTED: 28S ribosomal protein S7,Mandrillus leucophaeus,2.22484e-164,1193.0
XP_032097610.1, 28S ribosomal protein S7,Sapajus apella,7.91593e-162,1175.0
XP_003931791.1, 28S ribosomal protein S7,Saimiri boliviensis boliviensis,2.61665e-161,1171.0
XP_006176537.1, 28S ribosomal protein S7,Camelus ferus,3.96976e-161,1170.0
XP_021526573.1, 28S ribosomal protein S7,Aotus nancymaae,1.58118e-160,1166.0
XP_017391227.1, 28S ribosomal protein S7,Cebus imitator,3.8444e-160,1164.0
XP_006199443.1, 28S ribosomal protein S7,Vicugna pacos,3.92967e-160,1164.0
XP_045425852.1, 28S ribosomal protein S7,Lemur catta,4.06422e-159,1157.0
XP_004374213.1, 28S ribosomal protein S7,Trichechus manatus latirostris,8.29083e-159,1155.0
XP_035157637.1, 28S ribosomal protein S7,Callithrix jacchus,9.151e-159,1155.0
XP_045841524.1, 28S ribosomal protein S7,Meles meles,9.56141e-159,1155.0
XP_045744441.1, 28S ribosomal protein S7,Mirounga angustirostris,1.07875e-158,1154.0
XP_032285347.1, 28S ribosomal protein S7,Phoca vitulina,2.5941e-158,1152.0
XP_034881939.1, 28S ribosomal protein S7,Mirounga leonina,3.52663e-158,1151.0
XP_006728123.1, 28S ribosomal protein S7,Leptonychotes weddellii,6.10274e-158,1149.0
XP_004394402.1, PREDICTED: 28S ribosomal protein S7,Odobenus rosmarus divergens,1.76832e-157,1146.0
XP_043316582.1, 28S ribosomal protein S7,Cervus canadensis,2.62444e-157,1145.0
XP_035944600.1, 28S ribosomal protein S7,Halichoerus grypus,3.12786e-157,1145.0
XP_008564288.1, PREDICTED: 28S ribosomal protein S7,Galeopterus variegatus,3.34062e-157,1144.0
XP_047613583.1, 28S ribosomal protein S7,Phacochoerus africanus,3.98142e-157,1144.0
XP_004432806.1, PREDICTED: 28S ribosomal protein S7,Ceratotherium simum simum,4.43037e-157,1147.0
XP_022378982.1, 28S ribosomal protein S7,Enhydra lutris kenyoni,8.57944e-157,1142.0
XP_037350268.1, 28S ribosomal protein S7,Talpa occidentalis,8.76971e-157,1142.0
XP_025715668.1, 28S ribosomal protein S7,Callorhinus ursinus,1.19221e-156,1141.0
XP_003131254.1, 28S ribosomal protein S7,Sus scrofa,1.56831e-156,1140.0
XP_047563267.1, 28S ribosomal protein S7,Lutra lutra,4.54412e-156,1137.0
XP_021536683.1, 28S ribosomal protein S7,Neomonachus schauinslandi,6.67047e-156,1136.0
XP_015988015.1, 28S ribosomal protein S7,Rousettus aegyptiacus,1.33115e-155,1134.0
XP_006869647.1, PREDICTED: 28S ribosomal protein S7,Chrysochloris asiatica,1.75106e-155,1133.0
XP_012634240.1, 28S ribosomal protein S7,Microcebus murinus,3.38126e-155,1131.0
XP_002919888.3, 28S ribosomal protein S7,Ailuropoda melanoleuca,4.13307e-155,1134.0
XP_010854460.1, PREDICTED: 28S ribosomal protein S7,Bison bison bison,6.3178e-155,1130.0
XP_004748998.1, 28S ribosomal protein S7,Mustela putorius furo,7.31887e-155,1133.0
XP_027374595.1, 28S ribosomal protein S7,Bos indicus x Bos taurus,9.90478e-155,1128.0
XP_008691978.2, 28S ribosomal protein S7,Ursus maritimus,1.01552e-154,1131.0
XP_030152690.1, 28S ribosomal protein S7,Lynx canadensis,1.0813e-154,1128.0
XP_011360236.1, 28S ribosomal protein S7,Pteropus vampyrus,1.11747e-154,1128.0
XP_044103392.1, 28S ribosomal protein S7,Neogale vison,1.81803e-154,1130.0
XP_005908004.1, PREDICTED: 28S ribosomal protein S7,Bos mutus,2.13425e-154,1126.0
XP_006045305.1, 28S ribosomal protein S7,Bubalus bubalis,2.13425e-154,1126.0
XP_006912293.1, 28S ribosomal protein S7,Pteropus alecto,3.27338e-154,1125.0
XP_039715655.1, 28S ribosomal protein S7,Pteropus giganteus,3.27338e-154,1125.0
XP_026339957.1, 28S ribosomal protein S7,Ursus arctos,4.04195e-154,1128.0
XP_003417312.2, 28S ribosomal protein S7,Loxodonta africana,4.56606e-154,1125.0
NP_001029515.1, 28S ribosomal protein S7,Bos taurus,4.75261e-154,1124.0
XP_032947604.1, 28S ribosomal protein S7,Rhinolophus ferrumequinum,5.66417e-154,1123.0
XP_047687560.1, 28S ribosomal protein S7,Prionailurus viverrinus,6.46086e-154,1123.0
XP_040100561.1, 28S ribosomal protein S7,Oryx dammah,1.06998e-153,1121.0
XP_007091311.1, 28S ribosomal protein S7,Panthera tigris,1.37696e-153,1121.0
XP_039082290.1, 28S ribosomal protein S7,Hyaena hyaena,1.47061e-153,1121.0
XP_025855504.1, 28S ribosomal protein S7,Vulpes vulpes,1.53655e-153,1120.0
XP_019499876.1, PREDICTED: 28S ribosomal protein S7,Hipposideros armiger,1.75267e-153,1120.0
XP_025323737.1, 28S ribosomal protein S7,Canis lupus dingo,1.91339e-153,1120.0
XP_049491726.1, 28S ribosomal protein S7,Panthera uncia,2.20657e-153,1119.0
XP_020741477.1, 28S ribosomal protein S7,Odocoileus virginianus texanus,2.96696e-153,1119.0
XP_046531867.1, 28S ribosomal protein S7,Equus quagga,3.94585e-153,1118.0
XP_032196116.1, 28S ribosomal protein S7,Mustela erminea,4.55047e-153,1117.0
XP_036691986.1, 28S ribosomal protein S7,Balaenoptera musculus,4.6082e-153,1121.0
XP_012634239.1, 28S ribosomal protein S7,Microcebus murinus,4.8158e-153,1118.0
XP_004013177.1, 28S ribosomal protein S7,Ovis aries,4.96772e-153,1117.0
XP_040312323.1, 28S ribosomal protein S7,Puma yagouaroundi,5.92052e-153,1117.0
XP_008153290.1, 28S ribosomal protein S7,Eptesicus fuscus,7.78801e-153,1116.0
XP_049714925.1, 28S ribosomal protein S7,Elephas maximus indicus,8.25639e-153,1116.0
XP_048223167.1, 28S ribosomal protein S7,Perognathus longimembris pacificus,9.38407e-153,1115.0
XP_045346828.1, 28S ribosomal protein S7,Leopardus geoffroyi,9.48754e-153,1115.0
XP_007185727.2, 28S ribosomal protein S7,Balaenoptera acutorostrata scammoni,1.14468e-152,1118.0
XP_004275519.1, 28S ribosomal protein S7,Orcinus orca,1.30398e-152,1114.0
XP_007957847.1, 28S ribosomal protein S7,Orycteropus afer afer,1.33289e-152,1114.0
XP_006145889.1, 28S ribosomal protein S7,Tupaia chinensis,2.90362e-152,1112.0
XP_032470891.1, 28S ribosomal protein S7,Phocoena sinus,4.16969e-152,1111.0
XP_024616834.1, 28S ribosomal protein S7,Neophocaena asiaeorientalis asiaeorientalis,4.75614e-152,1111.0
XP_008511482.1, PREDICTED: 28S ribosomal protein S7,Equus przewalskii,4.9783e-152,1114.0
XP_001496079.2, 28S ribosomal protein S7,Equus caballus,6.76667e-152,1113.0
XP_003997195.2, 28S ribosomal protein S7,Felis catus,8.59866e-152,1109.0
XP_019601062.1, PREDICTED: 28S ribosomal protein S7,Rhinolophus sinicus,9.18344e-152,1109.0
XP_004313689.1, 28S ribosomal protein S7,Tursiops truncatus,9.2847e-152,1109.0
XP_049996231.1, 28S ribosomal protein S7,Microtus fortis,1.208e-151,1108.0
XP_035582478.1, LOW QUALITY PROTEIN: 28S ribosomal protein S7,Zalophus californianus,1.33355e-151,1108.0
XP_022445361.1, 28S ribosomal protein S7,Delphinapterus leucas,1.5376e-151,1107.0
XP_024409421.1, 28S ribosomal protein S7,Desmodus rotundus,3.0016e-151,1105.0
XP_005350789.1, 28S ribosomal protein S7,Microtus ochrogaster,3.86267e-151,1105.0
XP_041492024.1, 28S ribosomal protein S7,Microtus oregoni,5.13702e-151,1104.0
XP_026936443.1, 28S ribosomal protein S7,Lagenorhynchus obliquidens,5.25092e-151,1104.0
XP_008071513.1, 28S ribosomal protein S7,Carlito syrichta,6.75726e-151,1103.0
XP_004693550.1, PREDICTED: 28S ribosomal protein S7,Condylura cristata,7.7076e-151,1103.0
XP_016067909.1, PREDICTED: 28S ribosomal protein S7,Miniopterus natalensis,2.13707e-150,1100.0
XP_049625741.1, 28S ribosomal protein S7,Suncus etruscus,2.54692e-150,1099.0
XP_007454414.1, PREDICTED: 28S ribosomal protein S7,Lipotes vexillifer,4.03675e-150,1098.0
XP_048307986.1, 28S ribosomal protein S7,Myodes glareolus,4.21775e-150,1098.0
XP_037664629.1, 28S ribosomal protein S7,Choloepus didactylus,5.92531e-150,1097.0
XP_015359688.1, 28S ribosomal protein S7,Marmota marmota marmota,7.06166e-150,1096.0
XP_032947603.1, 28S ribosomal protein S7,Rhinolophus ferrumequinum,7.27193e-150,1098.0
XP_004630153.1, 28S ribosomal protein S7,Octodon degus,8.7933e-150,1096.0
XP_021069076.1, 28S ribosomal protein S7,Mus pahari,9.18757e-150,1096.0
XP_028376451.1, 28S ribosomal protein S7,Phyllostomus discolor,1.16942e-149,1095.0
XP_005884353.1, PREDICTED: 28S ribosomal protein S7,Myotis brandtii,1.40905e-149,1094.0
XP_020021136.1, 28S ribosomal protein S7,Castor canadensis,1.54069e-149,1094.0
XP_031210724.1, 28S ribosomal protein S7,Mastomys coucha,1.77654e-149,1094.0
XP_047401714.1, 28S ribosomal protein S7,Sciurus carolinensis,1.91544e-149,1094.0
XP_036268020.1, 28S ribosomal protein S7,Pipistrellus kuhlii,2.38513e-149,1093.0
XP_038181221.1, 28S ribosomal protein S7,Arvicola amphibius,2.4649e-149,1093.0
XP_045691833.1, 28S ribosomal protein S7,Phyllostomus hastatus,3.82195e-149,1092.0
XP_006762835.1, PREDICTED: 28S ribosomal protein S7,Myotis davidii,4.6559e-149,1091.0
XP_036194846.1, 28S ribosomal protein S7,Myotis myotis,1.89475e-148,1087.0
XP_051036394.1, 28S ribosomal protein S7,Phodopus roborovskii,2.18504e-148,1087.0
XP_006109996.1, LOW QUALITY PROTEIN: 28S ribosomal protein S7,Myotis lucifugus,2.20913e-148,1087.0
XP_021032167.1, 28S ribosomal protein S7,Mus caroli,2.51979e-148,1086.0
XP_045239405.1, 28S ribosomal protein S7,Macaca fascicularis,2.73632e-148,1087.0
XP_046305538.1, 28S ribosomal protein S7,Marmota monax,6.05795e-148,1084.0
NP_079581.1, 28S ribosomal protein S7,Mus musculus,8.89189e-148,1083.0
XP_027811532.1, 28S ribosomal protein S7,Marmota flaviventris,1.14425e-147,1082.0
XP_042558516.1, 28S ribosomal protein S7,Dipodomys spectabilis,1.64309e-147,1081.0
XP_036050583.1, 28S ribosomal protein S7,Onychomys torridus,1.79373e-147,1081.0
XP_044776357.1, LOW QUALITY PROTEIN: 28S ribosomal protein S7,Neomonachus schauinslandi,2.30662e-147,1089.0
XP_012893451.1, PREDICTED: 28S ribosomal protein S7,Dipodomys ordii,3.17232e-147,1079.0
XP_005332609.1, 28S ribosomal protein S7,Ictidomys tridecemlineatus,5.92655e-147,1077.0
XP_015842612.1, 28S ribosomal protein S7,Peromyscus maniculatus bairdii,6.61334e-147,1077.0
XP_005069980.1, 28S ribosomal protein S7,Mesocricetus auratus,8.98983e-147,1076.0
XP_036755863.1, 28S ribosomal protein S7,Manis pentadactyla,1.0732e-146,1079.0
XP_002722988.1, PREDICTED: 28S ribosomal protein S7,Oryctolagus cuniculus,1.34877e-146,1075.0
XP_004860708.1, 28S ribosomal protein S7,Heterocephalus glaber,1.34877e-146,1075.0
XP_004463906.1, 28S ribosomal protein S7,Dasypus novemcinctus,1.39387e-146,1075.0
XP_003786184.1, 28S ribosomal protein S7,Otolemur garnettii,1.89475e-146,1074.0
XP_036921770.1, 28S ribosomal protein S7,Sturnira hondurensis,1.95812e-146,1074.0
XP_004592969.1, 28S ribosomal protein S7,Ochotona princeps,2.35933e-146,1073.0
XP_006886276.1, PREDICTED: 28S ribosomal protein S7,Elephantulus edwardii,2.57562e-146,1073.0
XP_004615723.1, PREDICTED: 28S ribosomal protein S7,Sorex araneus,3.10336e-146,1072.0
XP_036125349.1, 28S ribosomal protein S7,Molossus molossus,5.36929e-146,1071.0
XP_034360712.1, 28S ribosomal protein S7,Arvicanthis niloticus,7.37915e-146,1070.0
XP_008829644.1, 28S ribosomal protein S7,Nannospalax galili,7.96779e-146,1070.0
XP_037013960.1, 28S ribosomal protein S7,Artibeus jamaicensis,8.05563e-146,1070.0
XP_047401711.1, 28S ribosomal protein S7,Sciurus carolinensis,8.14491e-146,1071.0
XP_017521629.1, 28S ribosomal protein S7,Manis javanica,8.61041e-146,1073.0
XP_028745582.1, 28S ribosomal protein S7,Peromyscus leucopus,2.54725e-145,1066.0
XP_040845616.1, 28S ribosomal protein S7,Ochotona curzoniae,3.03568e-145,1066.0
XP_051014998.1, 28S ribosomal protein S7,Acomys russatus,3.07508e-145,1066.0
XP_032770409.1, 28S ribosomal protein S7,Rattus rattus,1.05943e-144,1062.0
XP_027281495.1, 28S ribosomal protein S7,Cricetulus griseus,2.4375e-144,1060.0
NP_001093941.1, 28S ribosomal protein S7,Rattus norvegicus,8.79081e-144,1056.0
XP_045841525.1, 28S ribosomal protein S7,Meles meles,2.67925e-143,1053.0
XP_021491255.1, 28S ribosomal protein S7,Meriones unguiculatus,3.38588e-143,1053.0
XP_012517691.1, PREDICTED: 28S ribosomal protein S7,Propithecus coquereli,4.25909e-143,1053.0
XP_010949080.1, 28S ribosomal protein S7,Camelus bactrianus,7.75334e-143,1049.0
XP_028608718.1, 28S ribosomal protein S7,Grammomys surdaster,4.50102e-142,1045.0
XP_027795043.1, LOW QUALITY PROTEIN: 28S ribosomal protein S7,Marmota flaviventris,7.13306e-142,1044.0
XP_004655235.2, 28S ribosomal protein S7,Jaculus jaculus,7.45281e-142,1044.0
XP_047563268.1, 28S ribosomal protein S7,Lutra lutra,2.92347e-141,1039.0
XP_004748999.1, 28S ribosomal protein S7,Mustela putorius furo,3.37128e-141,1039.0
XP_007099796.2, 28S ribosomal protein S7,Physeter catodon,4.85792e-141,1038.0
XP_007524873.1, PREDICTED: 28S ribosomal protein S7,Erinaceus europaeus,6.65677e-141,1037.0
XP_047401715.1, 28S ribosomal protein S7,Sciurus carolinensis,7.51066e-141,1036.0
XP_010629074.1, 28S ribosomal protein S7,Fukomys damarensis,4.54636e-140,1032.0
XP_032460574.1, LOW QUALITY PROTEIN: 28S ribosomal protein S7,Phocoena sinus,6.30662e-140,1033.0
XP_005412343.1, PREDICTED: 28S ribosomal protein S7,Chinchilla lanigera,1.89499e-139,1028.0
XP_030152691.1, 28S ribosomal protein S7,Lynx canadensis,3.72474e-139,1025.0
XP_043441190.1, 28S ribosomal protein S7,Prionailurus bengalensis,3.92328e-139,1025.0
XP_019499877.1, PREDICTED: 28S ribosomal protein S7,Hipposideros armiger,1.07673e-138,1022.0
XP_007091312.1, 28S ribosomal protein S7,Panthera tigris,2.42813e-138,1019.0
XP_040312324.1, 28S ribosomal protein S7,Puma yagouaroundi,6.0983e-138,1017.0
XP_045346829.1, 28S ribosomal protein S7,Leopardus geoffroyi,1.07842e-137,1015.0
XP_019601061.1, PREDICTED: 28S ribosomal protein S7,Rhinolophus sinicus,1.73278e-137,1014.0
XP_010854461.1, PREDICTED: 28S ribosomal protein S7,Bison bison bison,2.33888e-137,1012.0
XP_019499878.1, PREDICTED: 28S ribosomal protein S7,Hipposideros armiger,2.42118e-137,1013.0
XP_006940639.2, 28S ribosomal protein S7,Felis catus,5.96358e-137,1010.0
