query_id,protein_name,organism,e-value,score
NP_001124609.1, 28S ribosomal protein S10,Pongo abelii,8.9134e-146,1061.0
XP_003897644.1, 28S ribosomal protein S10,Papio anubis,1.23203e-142,1040.0
XP_003272853.2, 28S ribosomal protein S10,Nomascus leucogenys,3.7976199999999997e-137,1006.0
XP_045397898.1, 28S ribosomal protein S10,Lemur catta,3.93051e-137,1004.0
XP_012304081.1, 28S ribosomal protein S10,Aotus nancymaae,8.949849999999999e-137,1002.0
XP_012628670.1, 28S ribosomal protein S10,Microcebus murinus,9.87869e-137,1001.0
XP_002746585.1, 28S ribosomal protein S10,Callithrix jacchus,2.65177e-136,998.0
XP_008060765.1, 28S ribosomal protein S10,Carlito syrichta,1.0635299999999999e-132,975.0
XP_005318747.1, 28S ribosomal protein S10,Ictidomys tridecemlineatus,2.6654999999999997e-132,972.0
XP_040839302.1, 28S ribosomal protein S10,Ochotona curzoniae,1.1994e-130,961.0
XP_003404235.1, 28S ribosomal protein S10,Loxodonta africana,1.22557e-130,962.0
XP_037700476.1, 28S ribosomal protein S10,Choloepus didactylus,1.4467800000000002e-129,954.0
XP_001501361.1, 28S ribosomal protein S10,Equus caballus,1.01948e-128,949.0
XP_034846472.1, 28S ribosomal protein S10,Mirounga leonina,1.06244e-128,949.0
XP_006926617.1, 28S ribosomal protein S10,Pteropus alecto,1.9051e-128,947.0
XP_032265716.1, 28S ribosomal protein S10,Phoca vitulina,3.36134e-128,945.0
NP_001030391.1, 28S ribosomal protein S10,Bos taurus,1.82495e-127,941.0
XP_019498180.1, PREDICTED: 28S ribosomal protein S10,Hipposideros armiger,4.29354e-127,938.0
XP_004267650.1, 28S ribosomal protein S10,Orcinus orca,1.2857999999999995e-126,935.0
XP_037375614.1, 28S ribosomal protein S10,Talpa occidentalis,1.7012699999999998e-125,928.0
XP_008261138.1, 28S ribosomal protein S10,Oryctolagus cuniculus,1.7686699999999998e-125,927.0
XP_006860521.1, PREDICTED: 28S ribosomal protein S10,Chrysochloris asiatica,2.08496e-125,927.0
XP_015984230.1, 28S ribosomal protein S10,Rousettus aegyptiacus,5.656709999999994e-125,924.0
XP_037010739.1, 28S ribosomal protein S10,Artibeus jamaicensis,1.25975e-124,922.0
