query_id,protein_name,organism,e-value,score
NP_076425.1, 28S ribosomal protein S34,Homo sapiens,1.02723e-157,1143.0
XP_004057004.1, 28S ribosomal protein S34,Gorilla gorilla gorilla,2.6979e-157,1140.0
XP_002826014.1, 28S ribosomal protein S34,Pongo abelii,6.856230000000001e-157,1137.0
XP_003269186.2, 28S ribosomal protein S34,Nomascus leucogenys,1.32436e-156,1135.0
XP_008957989.1, 28S ribosomal protein S34,Pan paniscus,4.4393e-155,1126.0
XP_003916398.1, 28S ribosomal protein S34,Papio anubis,8.95095e-155,1123.0
XP_023044943.1, 28S ribosomal protein S34,Piliocolobus tephrosceles,1.46657e-154,1122.0
XP_011812858.1, PREDICTED: 28S ribosomal protein S34,Colobus angolensis palliatus,1.67295e-154,1121.0
XP_011822338.1, PREDICTED: 28S ribosomal protein S34,Mandrillus leucophaeus,3.45129e-154,1119.0
XP_011746692.1, 28S ribosomal protein S34,Macaca nemestrina,5.29445e-154,1118.0
NP_001244544.1, 28S ribosomal protein S34,Macaca mulatta,1.1287900000000001e-153,1116.0
XP_033092124.1, 28S ribosomal protein S34,Trachypithecus francoisi,1.7895500000000004e-153,1115.0
XP_010386127.2, 28S ribosomal protein S34,Rhinopithecus roxellana,6.82457e-153,1111.0
XP_005590953.2, 28S ribosomal protein S34,Macaca fascicularis,1.26158e-152,1109.0
XP_017713832.1, PREDICTED: 28S ribosomal protein S34,Rhinopithecus bieti,1.28957e-152,1109.0
XP_007980018.1, 28S ribosomal protein S34,Chlorocebus sabaeus,1.45498e-152,1109.0
XP_025227319.1, 28S ribosomal protein S34,Theropithecus gelada,3.1724200000000007e-152,1107.0
XP_017366699.1, 28S ribosomal protein S34,Cebus imitator,7.304700000000001e-142,1039.0
XP_032123946.1, 28S ribosomal protein S34,Sapajus apella,1.00404e-141,1038.0
XP_012297353.1, 28S ribosomal protein S34,Aotus nancymaae,1.25033e-141,1037.0
XP_010337335.1, 28S ribosomal protein S34,Saimiri boliviensis boliviensis,7.15789e-140,1026.0
XP_019568653.1, PREDICTED: 28S ribosomal protein S34,Rhinolophus sinicus,8.81639e-140,1025.0
XP_051037121.1, 28S ribosomal protein S34,Phodopus roborovskii,2.81977e-139,1022.0
XP_036890299.1, 28S ribosomal protein S34,Sturnira hondurensis,7.99342e-139,1019.0
XP_002755806.1, 28S ribosomal protein S34,Callithrix jacchus,2.5010099999999998e-138,1015.0
XP_003501540.3, 28S ribosomal protein S34,Cricetulus griseus,6.28386e-138,1013.0
XP_032957252.1, 28S ribosomal protein S34,Rhinolophus ferrumequinum,1.76184e-137,1010.0
XP_019504154.1, PREDICTED: 28S ribosomal protein S34,Hipposideros armiger,2.70226e-137,1009.0
XP_005081646.1, 28S ribosomal protein S34,Mesocricetus auratus,2.76372e-136,1002.0
XP_028370613.1, 28S ribosomal protein S34,Phyllostomus discolor,5.05192e-136,1000.0
XP_037013053.1, 28S ribosomal protein S34,Artibeus jamaicensis,9.54347e-136,998.0
XP_016063566.1, PREDICTED: 28S ribosomal protein S34,Miniopterus natalensis,1.2417e-135,998.0
XP_015992106.2, 28S ribosomal protein S34,Rousettus aegyptiacus,1.26923e-135,998.0
XP_006914034.1, 28S ribosomal protein S34,Pteropus alecto,4.4799e-135,994.0
XP_024409188.1, 28S ribosomal protein S34,Desmodus rotundus,9.23873e-135,992.0
XP_011375165.1, 28S ribosomal protein S34,Pteropus vampyrus,1.48051e-134,991.0
XP_036134494.1, 28S ribosomal protein S34,Molossus molossus,1.90526e-134,990.0
XP_045676582.1, 28S ribosomal protein S34,Phyllostomus hastatus,3.36987e-134,988.0
XP_051023920.1, 28S ribosomal protein S34,Acomys russatus,5.7063799999999996e-133,980.0
NP_075749.1, 28S ribosomal protein S34,Mus musculus,1.3871399999999999e-132,978.0
XP_021005764.1, 28S ribosomal protein S34,Mus caroli,4.0628999999999997e-132,975.0
XP_028616820.1, 28S ribosomal protein S34,Grammomys surdaster,4.5337699999999996e-132,974.0
XP_008579720.1, PREDICTED: 28S ribosomal protein S34,Galeopterus variegatus,5.0040399999999995e-132,974.0
XP_021077224.1, 28S ribosomal protein S34,Mus pahari,5.5839899999999996e-132,974.0
XP_045849275.1, 28S ribosomal protein S34,Meles meles,6.38646e-132,973.0
XP_005349189.1, 28S ribosomal protein S34,Microtus ochrogaster,1.13893e-131,972.0
XP_045397083.1, 28S ribosomal protein S34,Lemur catta,1.13893e-131,972.0
XP_034363580.1, 28S ribosomal protein S34,Arvicanthis niloticus,1.18999e-131,972.0
XP_012503147.1, PREDICTED: 28S ribosomal protein S34,Propithecus coquereli,1.38745e-131,971.0
XP_044089290.1, 28S ribosomal protein S34,Neogale vison,2.46045e-131,970.0
XP_048292168.1, 28S ribosomal protein S34,Myodes glareolus,2.8926e-131,969.0
XP_027817630.1, 28S ribosomal protein S34,Ovis aries,2.92449e-131,969.0
XP_006971713.1, 28S ribosomal protein S34,Peromyscus maniculatus bairdii,3.4473399999999995e-131,969.0
