query_id,protein_name,organism,e-value,score
XP_003268770.1, 39S ribosomal protein L19,Nomascus leucogenys,0.0,1483.0
NP_001127477.1, 39S ribosomal protein L19,Pongo abelii,0.0,1481.0
XP_003908918.2, 39S ribosomal protein L19,Papio anubis,0.0,1456.0
XP_002757629.1, 39S ribosomal protein L19,Callithrix jacchus,0.0,1402.0
XP_012307543.1, 39S ribosomal protein L19,Aotus nancymaae,0.0,1382.0
XP_047637622.1, 39S ribosomal protein L19,Phacochoerus africanus,0.0,1319.0
XP_015986126.2, 39S ribosomal protein L19,Rousettus aegyptiacus,3.32735e-180,1306.0
XP_008051483.1, 39S ribosomal protein L19,Carlito syrichta,1.17393e-179,1303.0
XP_005329452.1, 39S ribosomal protein L19,Ictidomys tridecemlineatus,2.42036e-179,1301.0
NP_001039533.1, 39S ribosomal protein L19,Bos taurus,2.76067e-179,1300.0
XP_004704433.1, 39S ribosomal protein L19,Echinops telfairi,1.09887e-178,1296.0
XP_006905289.1, 39S ribosomal protein L19,Pteropus alecto,1.6849900000000002e-178,1295.0
XP_004283279.1, 39S ribosomal protein L19,Orcinus orca,4.47024e-178,1292.0
XP_012612800.1, 39S ribosomal protein L19,Microcebus murinus,8.25935e-178,1291.0
XP_019489989.1, PREDICTED: 39S ribosomal protein L19,Hipposideros armiger,1.6718899999999998e-177,1289.0
XP_010629912.1, 39S ribosomal protein L19,Fukomys damarensis,3.54936e-177,1286.0
XP_024414295.1, 39S ribosomal protein L19,Desmodus rotundus,9.83807e-177,1284.0
XP_005853174.1, PREDICTED: 39S ribosomal protein L19,Myotis brandtii,1.45982e-176,1282.0
XP_006870841.1, PREDICTED: 39S ribosomal protein L19,Chrysochloris asiatica,1.5252600000000002e-176,1282.0
XP_003984211.2, 39S ribosomal protein L19,Felis catus,2.58143e-176,1281.0
XP_017517103.1, 39S ribosomal protein L19,Manis javanica,4.368950000000001e-176,1279.0
XP_036762384.1, 39S ribosomal protein L19,Manis pentadactyla,3.35634e-175,1274.0
