query_id,protein_name,organism,e-value,score
NP_001127473.1, 28S ribosomal protein S29,Pongo abelii,0.0,2119.0
XP_030680152.1, 28S ribosomal protein S29,Nomascus leucogenys,0.0,2110.0
XP_017803213.2, 28S ribosomal protein S29,Papio anubis,0.0,2087.0
XP_012305308.1, 28S ribosomal protein S29,Aotus nancymaae,0.0,2034.0
XP_002760039.1, 28S ribosomal protein S29,Callithrix jacchus,0.0,2021.0
XP_020021756.1, 28S ribosomal protein S29,Castor canadensis,0.0,1955.0
XP_045401279.1, 28S ribosomal protein S29,Lemur catta,0.0,1952.0
XP_037681727.1, 28S ribosomal protein S29,Choloepus didactylus,0.0,1937.0
XP_033270539.1, 28S ribosomal protein S29,Orcinus orca,0.0,1932.0
NP_001296246.1, 28S ribosomal protein S29,Equus caballus,0.0,1927.0
XP_008071435.1, 28S ribosomal protein S29,Carlito syrichta,0.0,1926.0
XP_047640315.1, 28S ribosomal protein S29,Phacochoerus africanus,0.0,1918.0
XP_005203704.1, 28S ribosomal protein S29,Bos taurus,0.0,1907.0
XP_017532125.1, 28S ribosomal protein S29,Manis javanica,0.0,1897.0
XP_005331415.1, 28S ribosomal protein S29,Ictidomys tridecemlineatus,0.0,1896.0
XP_003415179.2, 28S ribosomal protein S29,Loxodonta africana,0.0,1894.0
XP_036778359.1, 28S ribosomal protein S29,Manis pentadactyla,0.0,1894.0
XP_002715461.2, 28S ribosomal protein S29,Oryctolagus cuniculus,0.0,1893.0
XP_024429698.1, 28S ribosomal protein S29,Desmodus rotundus,0.0,1886.0
XP_007525371.2, PREDICTED: 28S ribosomal protein S29,Erinaceus europaeus,0.0,1878.0
XP_037354832.1, 28S ribosomal protein S29,Talpa occidentalis,0.0,1874.0
XP_004482906.1, 28S ribosomal protein S29,Dasypus novemcinctus,0.0,1868.0
XP_005411672.1, PREDICTED: 28S ribosomal protein S29,Chinchilla lanigera,0.0,1866.0
XP_010642152.1, 28S ribosomal protein S29,Fukomys damarensis,0.0,1849.0
XP_003475663.1, 28S ribosomal protein S29,Cavia porcellus,0.0,1848.0
XP_019518057.1, PREDICTED: 28S ribosomal protein S29,Hipposideros armiger,0.0,1847.0
XP_036988422.1, 28S ribosomal protein S29,Artibeus jamaicensis,0.0,1847.0
XP_006861622.1, PREDICTED: 28S ribosomal protein S29,Chrysochloris asiatica,0.0,1844.0
XP_008852277.1, 28S ribosomal protein S29,Nannospalax galili,0.0,1836.0
XP_040854972.1, 28S ribosomal protein S29,Ochotona curzoniae,0.0,1834.0
XP_023103389.2, 28S ribosomal protein S29,Felis catus,0.0,1806.0
XP_032254190.1, 28S ribosomal protein S29,Phoca vitulina,0.0,1800.0
XP_004667315.1, 28S ribosomal protein S29,Jaculus jaculus,0.0,1791.0
NP_001011950.2, 28S ribosomal protein S29,Rattus norvegicus,0.0,1770.0
XP_021493375.1, 28S ribosomal protein S29,Meriones unguiculatus,0.0,1763.0
NP_075370.2, 28S ribosomal protein S29,Mus musculus,0.0,1760.0
XP_031230298.1, 28S ribosomal protein S29,Mastomys coucha,0.0,1755.0
XP_040608358.1, 28S ribosomal protein S29,Mesocricetus auratus,0.0,1744.0
XP_039107325.1, 28S ribosomal protein S29,Hyaena hyaena,0.0,1742.0
XP_034865665.1, 28S ribosomal protein S29,Mirounga leonina,0.0,1738.0
XP_052036049.1, 28S ribosomal protein S29,Apodemus sylvaticus,0.0,1730.0
XP_029791877.1, 28S ribosomal protein S29,Suricata suricatta,0.0,1727.0
XP_007640419.1, 28S ribosomal protein S29,Cricetulus griseus,0.0,1722.0
XP_036610708.1, 28S ribosomal protein S29,Trichosurus vulpecula,0.0,1720.0
XP_028746607.1, 28S ribosomal protein S29,Peromyscus leucopus,0.0,1717.0
XP_043858350.1, LOW QUALITY PROTEIN: 28S ribosomal protein S29,Dromiciops gliroides,0.0,1713.0
XP_027726896.1, 28S ribosomal protein S29,Vombatus ursinus,0.0,1711.0
XP_005867604.1, PREDICTED: 28S ribosomal protein S29,Myotis brandtii,0.0,1709.0
XP_003768126.3, 28S ribosomal protein S29,Sarcophilus harrisii,0.0,1708.0
XP_050022299.1, 28S ribosomal protein S29,Microtus fortis,0.0,1708.0
XP_020847245.1, 28S ribosomal protein S29,Phascolarctos cinereus,0.0,1705.0
XP_006923586.2, 28S ribosomal protein S29,Pteropus alecto,0.0,1696.0
XP_016021650.2, 28S ribosomal protein S29,Rousettus aegyptiacus,0.0,1690.0
XP_007482101.1, PREDICTED: 28S ribosomal protein S29,Monodelphis domestica,0.0,1685.0
XP_020141113.1, 28S ribosomal protein S29,Microcebus murinus,0.0,1636.0
XP_030397761.1, 28S ribosomal protein S29,Gopherus evgoodei,0.0,1598.0
XP_039368613.1, 28S ribosomal protein S29,Mauremys reevesii,0.0,1596.0
XP_048684372.1, 28S ribosomal protein S29,Caretta caretta,0.0,1590.0
XP_026645023.1, 28S ribosomal protein S29,Microtus ochrogaster,0.0,1529.0
XP_004714814.3, 28S ribosomal protein S29,Echinops telfairi,0.0,1523.0
XP_021232342.1, 28S ribosomal protein S29,Numida meleagris,0.0,1486.0
XP_015154144.2, 28S ribosomal protein S29,Gallus gallus,0.0,1486.0
XP_015740064.1, 28S ribosomal protein S29,Coturnix japonica,0.0,1486.0
XP_038023704.1, 28S ribosomal protein S29,Anas platyrhynchos,0.0,1479.0
